Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	FiveWayAcc	Best
273	37	0.500333	0.506333	0.881	0
273	38	0.500333	0.508667	0.891	0
273	39	0.500667	0.509667	0.898	0
273	40	0.500333	0.505667	0.877667	0
273	41	0.500667	0.506667	0.887333	0
273	42	0.500333	0.509	0.891333	0
273	43	0.501	0.505333	0.880333	0
273	44	0.500333	0.504667	0.867	0
273	45	0.501	0.502667	0.847	0
273	46	0.501	0.505	0.879333	0
273	47	0.501333	0.507333	0.893	0
273	48	0.500667	0.507667	0.890333	0
273	49	0.500667	0.504	0.866	0
273	50	0.500333	0.506667	0.885667	0
273	51	0.501667	0.507	0.892667	0
273	52	0.501	0.507333	0.892	0
273	53	0.500667	0.510667	0.899	0
273	54	0.501	0.506667	0.890333	0
273	55	0.501	0.508333	0.893333	0
273	56	0.501333	0.506667	0.891333	0
273	57	0.501	0.505667	0.880667	0
273	58	0.501	0.503667	0.867333	0
273	59	0.500667	0.505333	0.879667	0
273	60	0.500667	0.506333	0.887	0
273	61	0.501667	0.508333	0.894	0
273	62	0.500333	0.511667	0.897	0
273	63	0.500667	0.504333	0.866333	0
273	64	0.501	0.506333	0.889	0
273	65	0.500667	0.507	0.889	0
273	66	0.501333	0.506333	0.889333	0
273	67	0.502	0.508	0.894333	0
274	1	0.5	0.520333	0.838667	0
274	2	0.5	0.519333	0.838333	0
274	3	0.500667	0.504	0.863667	0
274	4	0.501333	0.503333	0.861667	0
274	5	0.501	0.502667	0.843	0
274	6	0.500333	0.505667	0.877667	0
274	7	0.500333	0.519333	0.887	0
274	8	0.500333	0.508	0.882333	0
274	9	0.500333	0.519667	0.888	0
274	10	0.501333	0.505	0.877667	0
274	11	0.501	0.520667	0.896	0
274	12	0.500667	0.502667	0.842667	0
274	13	0.501	0.507333	0.882667	0
274	14	0.500333	0.522667	0.895333	0
274	15	0.500333	0.506	0.878333	0
274	16	0.500333	0.505333	0.876667	0
274	17	0.500333	0.509667	0.885333	0
274	18	0.500333	0.520667	0.892	0
274	19	0.502	0.507333	0.883	0
274	20	0.501	0.504333	0.876333	0
274	21	0.501333	0.521333	0.898	0
274	22	0.500667	0.508333	0.884667	0
274	23	0.500333	0.523667	0.898333	0
274	24	0.501333	0.508333	0.886333	0
274	25	0.500667	0.503333	0.843667	0
274	26	0.501	0.503333	0.861333	0
274	27	0.500333	0.509333	0.884667	0
274	28	0.502	0.523	0.902333	0
274	29	0.500333	0.503667	0.842667	0
274	30	0.502333	0.521333	0.899667	0
274	31	0.502	0.521667	0.901	0
274	32	0.500667	0.521333	0.896667	0
274	33	0.500667	0.522	0.897	0
274	34	0.500667	0.522333	0.897667	0
274	35	0.500333	0.505	0.875667	0
274	36	0.500667	0.509	0.885667	0
274	37	0.502	0.52	0.894333	0
274	38	0.502333	0.521	0.899333	0
274	39	0.501667	0.508	0.885667	0
274	40	0.502	0.505667	0.880667	0
274	41	0.500667	0.523333	0.898667	0
274	42	0.501	0.509	0.887	0
274	43	0.500333	0.504667	0.875	0
274	44	0.501	0.519	0.890333	0
274	45	0.501	0.523	0.900333	0
274	46	0.501	0.505667	0.879	0
274	47	0.500667	0.505333	0.877667	0
274	48	0.501667	0.519667	0.893	0
274	49	0.500667	0.518667	0.886	0
274	50	0.501333	0.523667	0.902667	0
274	51	0.501	0.522	0.898	0
274	52	0.500667	0.520667	0.894	0
274	53	0.501667	0.506333	0.881667	0
274	54	0.502333	0.506	0.881667	0
274	55	0.501333	0.518667	0.889667	0
274	56	0.500667	0.507667	0.882	0
274	57	0.501667	0.522333	0.901333	0
274	58	0.500667	0.524	0.899	0
274	59	0.501333	0.519667	0.892333	0
274	60	0.501333	0.523	0.902	0
274	61	0.501	0.508333	0.885	0
274	62	0.502	0.521	0.898667	0
274	63	0.501667	0.506	0.881	0
274	64	0.501333	0.519	0.891	0
274	65	0.501	0.506333	0.880667	0
274	66	0.501	0.523333	0.901667	0
274	67	0.501667	0.521	0.898	0
274	68	0.501333	0.503667	0.862667	0
274	69	0.501	0.521667	0.897667	0
274	70	0.500333	0.523	0.897333	0
274	71	0.502333	0.519	0.891667	0
274	72	0.500667	0.504667	0.875667	0
274	73	0.501	0.505333	0.878667	0
274	74	0.500333	0.506667	0.879	0
274	75	0.501333	0.504667	0.876667	0
274	76	0.501333	0.508667	0.886667	0
274	77	0.500333	0.503333	0.842	0
274	78	0.501667	0.505667	0.88	0
274	79	0.501	0.506667	0.881	0
274	80	0.501	0.507667	0.883667	0
274	81	0.501	0.521333	0.897	0
274	82	0.500667	0.506	0.879333	0
274	83	0.500667	0.519333	0.890333	0
274	84	0.500667	0.520333	0.892667	0
274	85	0.501667	0.520667	0.897333	0
274	86	0.501	0.508667	0.886	0
274	87	0.501	0.519333	0.892	0
274	88	0.501333	0.508	0.885333	0
274	89	0.500667	0.524333	0.900333	0
274	90	0.500333	0.523333	0.898	0
274	91	0.502333	0.52	0.894667	0
274	92	0.501	0.522667	0.899667	0
274	93	0.502	0.522333	0.901667	0
274	94	0.501333	0.522667	0.900333	0
274	95	0.501667	0.521667	0.899333	0
274	96	0.501333	0.520667	0.896333	0
274	97	0.501	0.505	0.876667	0
274	98	0.500667	0.506333	0.88	0
274	99	0.500667	0.508	0.884	0
274	100	0.500333	0.521333	0.893	0
274	101	0.501333	0.522333	0.899667	0
274	102	0.501	0.508	0.884667	0
274	103	0.501	0.507	0.881333	0
274	104	0.502	0.518333	0.889333	0
274	105	0.500333	0.507667	0.880667	0
274	106	0.500667	0.507333	0.881333	0
274	107	0.501667	0.518667	0.890333	0
274	108	0.501333	0.521	0.896667	0
274	109	0.501333	0.509	0.887667	1
274	110	0.500667	0.505667	0.878333	0
274	111	0.501	0.518667	0.887667	0
274	112	0.500667	0.519	0.889333	0
274	113	0.501	0.522333	0.898667	0
274	114	0.501667	0.520333	0.895333	0
275	1	0.500667	0.502667	0.848	0
275	2	0.5	0.511333	0.886	0
275	3	0.501	0.508	0.884	0
275	4	0.500667	0.503	0.855333	0
275	5	0.500667	0.504667	0.873667	0
275	6	0.500667	0.502333	0.834667	0
275	7	0.500333	0.505667	0.875333	0
275	8	0.501333	0.503333	0.861	0
275	9	0.501	0.503667	0.862333	0
275	10	0.502	0.511333	0.896667	0
275	11	0.500333	0.507	0.879333	0
275	12	0.501333	0.506667	0.882333	0
275	13	0.500333	0.505	0.873667	0
275	14	0.500667	0.508333	0.883	0
275	15	0.500333	0.508333	0.882333	0
275	16	0.500333	0.509667	0.887	0
275	17	0.500667	0.509	0.886	0
275	18	0.500333	0.508	0.882	0
275	19	0.501	0.509667	0.889	0
275	20	0.500667	0.504	0.867	0
275	21	0.500667	0.506	0.877667	0
275	22	0.501	0.509333	0.887	0
275	23	0.501	0.504667	0.875333	0
275	24	0.501333	0.504667	0.876	0
275	25	0.501	0.506333	0.881667	0
275	26	0.501333	0.509333	0.887667	0
275	27	0.502	0.509	0.888333	0
275	28	0.501667	0.505667	0.881667	0
275	29	0.501333	0.504333	0.874667	0
275	30	0.501333	0.513	0.898	0
275	31	0.501333	0.508	0.884667	0
275	32	0.500333	0.503333	0.854333	0
275	33	0.500667	0.506667	0.879333	0
275	34	0.501667	0.512333	0.897667	0
275	35	0.500667	0.507667	0.882667	0
275	36	0.500667	0.505	0.874333	0
275	37	0.500333	0.507333	0.879667	0
275	38	0.500333	0.51	0.889	0
275	39	0.500667	0.503333	0.855667	0
275	40	0.500667	0.508667	0.884	0
275	41	0.501667	0.51	0.894	0
275	42	0.500333	0.502667	0.835	0
275	43	0.502333	0.511	0.896	0
275	44	0.502667	0.511667	0.897667	0
275	45	0.500333	0.504333	0.860333	0
275	46	0.501333	0.512	0.896	0
275	47	0.500667	0.511333	0.894333	0
275	48	0.500333	0.512	0.892667	0
275	49	0.501667	0.508333	0.886	0
275	50	0.500333	0.508667	0.883333	0
275	51	0.502	0.512667	0.899667	0
275	52	0.501667	0.510333	0.894333	0
275	53	0.500667	0.510667	0.891667	0
275	54	0.501	0.505	0.876	0
275	55	0.501	0.51	0.890333	0
275	56	0.501	0.511	0.894667	0
275	57	0.501667	0.513333	0.898333	0
275	58	0.500667	0.506333	0.878667	0
275	59	0.502333	0.512	0.898667	0
275	60	0.503	0.510667	0.896	1
275	61	0.502	0.511667	0.897333	0
275	62	0.502333	0.511333	0.897	0
275	63	0.500333	0.503667	0.855333	0
275	64	0.501	0.504333	0.874	0
275	65	0.501667	0.506333	0.882	0
275	66	0.501333	0.512667	0.896333	0
275	67	0.500667	0.509667	0.887333	0
275	68	0.501667	0.509333	0.888333	0
275	69	0.500667	0.505333	0.875	0
275	70	0.502667	0.511333	0.897333	0
275	71	0.501667	0.509667	0.893667	0
275	72	0.501	0.511667	0.895333	0
275	73	0.503333	0.511333	0.898667	0
275	74	0.502333	0.509333	0.890333	0
275	75	0.501	0.508333	0.884333	0
275	76	0.500333	0.504667	0.873	0
275	77	0.500667	0.507	0.879667	0
275	78	0.500667	0.507333	0.882333	0
275	79	0.501333	0.508333	0.885	0
275	80	0.501667	0.511667	0.896667	0
275	81	0.501	0.505667	0.879333	0
275	82	0.501667	0.508667	0.888	0
275	83	0.501333	0.505333	0.880667	0
275	84	0.501	0.510667	0.893667	0
275	85	0.501333	0.510667	0.894333	0
275	86	0.500667	0.509333	0.886333	0
275	87	0.500333	0.510333	0.891	0
275	88	0.501333	0.509667	0.892667	0
275	89	0.503333	0.511	0.897	0
276	1	0.5	0.506	0.792	0
276	2	0.5	0.509333	0.877667	0
276	3	0.500667	0.502333	0.848333	0
276	4	0.500333	0.502333	0.847	0
276	5	0.500667	0.502	0.846667	0
276	6	0.501	0.504	0.879	0
276	7	0.500333	0.504333	0.878333	0
276	8	0.500333	0.502667	0.849	0
276	9	0.500333	0.510333	0.888333	0
276	10	0.502	0.506	0.887333	0
276	11	0.500333	0.503	0.85	0
276	12	0.502333	0.505667	0.886667	0
276	13	0.500333	0.505667	0.880667	0
276	14	0.501	0.503	0.871667	0
276	15	0.501333	0.503333	0.874667	0
276	16	0.500667	0.504667	0.881333	0
276	17	0.500333	0.511667	0.894	0
276	18	0.501333	0.509667	0.891667	0
276	19	0.502333	0.506667	0.888667	0
276	20	0.502	0.507	0.888333	0
276	21	0.501333	0.506667	0.886	0
276	22	0.501333	0.504333	0.880333	0
276	23	0.500667	0.503333	0.871333	0
276	24	0.501	0.512	0.896667	0
276	25	0.501	0.510333	0.893667	0
276	26	0.500667	0.503	0.869333	0
276	27	0.501333	0.51	0.894333	1
276	28	0.501667	0.509667	0.892	0
276	29	0.500667	0.511	0.895667	0
276	30	0.500667	0.51	0.889333	0
276	31	0.500333	0.506667	0.884667	0
276	32	0.500333	0.504667	0.878667	0
276	33	0.500333	0.504	0.875667	0
276	34	0.501	0.504667	0.883333	0
276	35	0.501	0.509667	0.891333	0
276	36	0.500667	0.510333	0.892667	0
276	37	0.500667	0.505333	0.883333	0
276	38	0.500667	0.502667	0.849667	0
276	39	0.501667	0.506667	0.887333	0
276	40	0.501333	0.508333	0.888667	0
276	41	0.501	0.509333	0.887333	0
276	42	0.501333	0.510333	0.894667	0
276	43	0.500333	0.503667	0.875333	0
276	44	0.502333	0.507	0.889	0
276	45	0.501333	0.503667	0.879667	0
276	46	0.501	0.505667	0.885667	0
276	47	0.500667	0.505	0.883	0
276	48	0.500667	0.504	0.878667	0
276	49	0.501333	0.508667	0.889	0
276	50	0.501	0.504333	0.879667	0
276	51	0.501667	0.506	0.887	0
276	52	0.502	0.505667	0.886	0
276	53	0.500333	0.507	0.886	0
276	54	0.500667	0.506333	0.884333	0
276	55	0.500333	0.510667	0.891333	0
276	56	0.501333	0.507	0.887667	0
276	57	0.501	0.505333	0.885333	0
276	58	0.502	0.506667	0.887667	0
276	59	0.503	0.506333	0.888667	0
276	60	0.501	0.503667	0.877667	0
276	61	0.501	0.510667	0.895333	0
276	62	0.501333	0.507667	0.888333	0
276	63	0.501667	0.505	0.884	0
276	64	0.500667	0.506667	0.885667	0
277	1	0.500333	0.502333	0.84	0
277	2	0.500667	0.506667	0.888667	0
277	3	0.500333	0.504333	0.878	0
277	4	0.500333	0.506	0.883333	0
277	5	0.501	0.502	0.84	0
277	6	0.500667	0.504333	0.883	0
277	7	0.501667	0.507	0.891	0
277	8	0.502	0.502667	0.845333	0
277	9	0.501	0.505667	0.886	0
277	10	0.500667	0.508	0.890667	0
277	11	0.500333	0.508	0.888333	0
277	12	0.500333	0.507	0.887	0
277	13	0.500333	0.502667	0.841	0
277	14	0.500333	0.504667	0.879	0
277	15	0.501	0.509	0.896667	0
277	16	0.500667	0.502667	0.843333	0
277	17	0.501333	0.508667	0.895333	0
277	18	0.500667	0.507	0.889	0
277	19	0.500333	0.504	0.877333	0
277	20	0.501	0.508333	0.894667	0
277	21	0.500667	0.509	0.894667	0
277	22	0.500667	0.505667	0.885	0
277	23	0.500333	0.507333	0.887667	0
277	24	0.501333	0.508	0.894	0
277	25	0.500667	0.502333	0.840333	0
277	26	0.500667	0.502	0.838667	0
277	27	0.501667	0.512667	0.904	0
277	28	0.500333	0.505	0.882333	0
277	29	0.501333	0.512333	0.903667	0
277	30	0.500667	0.508333	0.893667	0
277	31	0.502667	0.509667	0.9	0
277	32	0.501333	0.513667	0.904667	0
277	33	0.501	0.506333	0.89	0
277	34	0.500333	0.506667	0.884667	0
277	35	0.500333	0.514	0.901	0
277	36	0.501	0.51	0.898667	0
277	37	0.500667	0.509667	0.896667	0
277	38	0.501	0.512333	0.903333	0
277	39	0.500333	0.508667	0.893	0
277	40	0.501	0.512	0.902333	0
277	41	0.500667	0.511333	0.9	0
277	42	0.501	0.514333	0.904333	0
277	43	0.501	0.506	0.889333	0
277	44	0.502	0.512	0.903333	0
277	45	0.501	0.504	0.878	0
277	46	0.501333	0.503667	0.874333	0
277	47	0.500333	0.51	0.894	0
277	48	0.503	0.513667	0.905	0
277	49	0.500667	0.509333	0.895333	0
277	50	0.500333	0.509333	0.893333	0
277	51	0.501333	0.512	0.902667	0
277	52	0.500667	0.508667	0.894333	0
277	53	0.502	0.509333	0.898667	0
277	54	0.500333	0.511	0.899	0
277	55	0.502	0.51	0.901333	1
277	56	0.501333	0.513333	0.904	0
277	57	0.502333	0.514	0.905	0
277	58	0.501333	0.510333	0.900667	0
277	59	0.501667	0.502667	0.844	0
277	60	0.500333	0.508333	0.888667	0
277	61	0.501333	0.514333	0.905	0
277	62	0.500333	0.511667	0.899667	0
277	63	0.501	0.513333	0.903667	0
277	64	0.501333	0.506	0.89	0
277	65	0.501333	0.507	0.890667	0
277	66	0.500667	0.512667	0.901667	0
277	67	0.500667	0.511	0.899667	0
277	68	0.501	0.511667	0.901667	0
277	69	0.503667	0.513667	0.905667	0
277	70	0.501333	0.51	0.9	0
277	71	0.501667	0.513	0.904333	0
277	72	0.501667	0.512	0.903	0
277	73	0.500667	0.510333	0.899333	0
277	74	0.502667	0.510667	0.901667	0
277	75	0.501	0.510667	0.899667	0
277	76	0.501333	0.503	0.844667	0
277	77	0.501	0.503667	0.844	0
277	78	0.501	0.505333	0.883333	0
277	79	0.501667	0.513333	0.904667	0
277	80	0.500333	0.513667	0.9	0
277	81	0.502333	0.509333	0.899	0
277	82	0.501	0.508	0.893333	0
277	83	0.501	0.508667	0.895	0
277	84	0.501	0.509667	0.897	0
277	85	0.501667	0.506333	0.890333	0
277	86	0.501333	0.505333	0.884667	0
277	87	0.501333	0.506667	0.890333	0
277	88	0.503333	0.513667	0.905333	0
277	89	0.501333	0.509667	0.898667	0
278	1	0.5	0.503667	0.727	0
278	2	0.5	0.505333	0.828333	0
278	3	0.500667	0.502333	0.783	0
278	4	0.500333	0.504	0.830333	0
278	5	0.500667	0.505667	0.867333	0
278	6	0.501	0.503	0.826	0
278	7	0.500333	0.518	0.886333	0
278	8	0.500333	0.503333	0.827667	0
278	9	0.501	0.505333	0.865333	0
278	10	0.500667	0.503	0.824667	0
278	11	0.500667	0.505	0.863333	0
278	12	0.502333	0.506	0.869667	0
278	13	0.500667	0.502667	0.784667	0
278	14	0.500333	0.505667	0.865	0
278	15	0.500333	0.506333	0.867	0
278	16	0.500667	0.505333	0.864667	0
278	17	0.501	0.503333	0.84	0
278	18	0.500333	0.503667	0.83	0
278	19	0.501	0.507333	0.871667	0
278	20	0.500333	0.508333	0.869	0
278	21	0.500333	0.506667	0.868	0
278	22	0.502333	0.509667	0.881667	0
278	23	0.500333	0.505333	0.863	0
278	24	0.500333	0.509333	0.878667	0
278	25	0.500667	0.507	0.870667	0
278	26	0.501667	0.505667	0.868333	0
278	27	0.501	0.516667	0.892333	0
278	28	0.501	0.508667	0.876667	0
278	29	0.502	0.516	0.890333	0
278	30	0.500667	0.509333	0.88	0
278	31	0.501667	0.507333	0.872333	0
278	32	0.500667	0.517	0.891333	0
278	33	0.500667	0.506333	0.869	0
278	34	0.500667	0.509	0.878667	0
278	35	0.500667	0.503667	0.84	0
278	36	0.500333	0.512333	0.881	0
278	37	0.501667	0.507667	0.874667	0
278	38	0.501	0.508333	0.876333	0
278	39	0.500667	0.503333	0.829333	0
278	40	0.500333	0.506	0.866667	0
278	41	0.500667	0.508333	0.873667	0
278	42	0.500667	0.508667	0.875667	0
278	43	0.501667	0.508667	0.878333	0
278	44	0.501	0.504667	0.859	0
278	45	0.500333	0.515667	0.885	0
278	46	0.501333	0.509	0.879	0
278	47	0.502	0.508	0.876667	0
278	48	0.500667	0.512	0.884333	0
278	49	0.500333	0.503	0.785	0
278	50	0.500333	0.509	0.874	0
278	51	0.501667	0.515	0.887333	0
278	52	0.501	0.517	0.892667	0
278	53	0.500667	0.504	0.840333	0
278	54	0.500667	0.516333	0.890333	0
278	55	0.501	0.511	0.881667	0
278	56	0.502	0.508333	0.877333	0
278	57	0.502667	0.507333	0.874333	0
278	58	0.501	0.511667	0.883	0
278	59	0.500667	0.506	0.867667	0
278	60	0.501667	0.506333	0.870333	0
278	61	0.501667	0.516333	0.890667	0
278	62	0.502	0.507	0.871333	0
278	63	0.500667	0.516667	0.890667	0
278	64	0.502333	0.51	0.882	0
278	65	0.500667	0.504333	0.855667	0
278	66	0.501333	0.508	0.875333	0
278	67	0.501	0.512	0.885333	0
278	68	0.500333	0.511	0.879333	0
278	69	0.501333	0.508667	0.877667	0
278	70	0.501333	0.515	0.886667	0
278	71	0.500667	0.516	0.887667	0
278	72	0.500667	0.509667	0.880333	0
278	73	0.501667	0.508	0.876333	0
278	74	0.501333	0.506667	0.869333	0
278	75	0.501667	0.511667	0.884333	0
278	76	0.502	0.51	0.881	0
278	77	0.502667	0.506667	0.871	0
278	78	0.503333	0.510667	0.884333	0
278	79	0.501333	0.511	0.882333	0
278	80	0.501333	0.515333	0.888333	0
278	81	0.501333	0.512	0.886	1
278	82	0.502	0.511333	0.883667	0
278	83	0.502333	0.507667	0.876	0
278	84	0.501	0.507667	0.873333	0
278	85	0.501	0.508	0.875	0
278	86	0.500333	0.508667	0.873	0
278	87	0.500333	0.504333	0.839	0
278	88	0.502667	0.510667	0.884	0
278	89	0.502	0.510333	0.882333	0
278	90	0.501667	0.511333	0.883	0
278	91	0.501	0.504	0.857333	0
278	92	0.501	0.515667	0.889667	0
278	93	0.501	0.515333	0.888	0
278	94	0.501667	0.510333	0.880667	0
278	95	0.500333	0.511333	0.879667	0
278	96	0.500667	0.515667	0.885667	0
279	1	0.500333	0.516667	0.893	0
279	2	0.502333	0.507667	0.890667	0
279	3	0.500333	0.508	0.886333	0
279	4	0.501667	0.507	0.889667	0
279	5	0.500333	0.507333	0.883667	0
279	6	0.501	0.505667	0.878667	0
279	7	0.500667	0.514667	0.893	0
279	8	0.500333	0.503667	0.848	0
279	9	0.501333	0.503333	0.865667	0
279	10	0.501	0.505	0.876667	0
279	11	0.500333	0.514667	0.891667	0
279	12	0.500333	0.508333	0.887	0
279	13	0.500333	0.503333	0.846667	0
279	14	0.501333	0.503	0.863	0
279	15	0.501333	0.509	0.893	0
279	16	0.500667	0.503667	0.866333	0
279	17	0.500333	0.514	0.890667	0
279	18	0.500333	0.509667	0.89	0
279	19	0.500667	0.508	0.888	0
279	20	0.501333	0.510667	0.894333	0
279	21	0.501333	0.506	0.882333	0
279	22	0.500333	0.504667	0.874333	0
279	23	0.500333	0.504	0.872333	0
279	24	0.501	0.507	0.886333	0
279	25	0.501	0.508333	0.892	0
279	26	0.500333	0.515	0.892	0
279	27	0.500333	0.503	0.840667	0
279	28	0.500667	0.503333	0.864	0
279	29	0.500333	0.509	0.889333	0
279	30	0.501	0.508	0.891667	0
279	31	0.501	0.515667	0.896333	0
279	32	0.500667	0.503	0.846333	0
279	33	0.502	0.509	0.893667	0
279	34	0.501	0.507333	0.889333	0
279	35	0.501	0.503667	0.871667	0
279	36	0.501667	0.514667	0.895333	0
279	37	0.501667	0.509333	0.894333	0
279	38	0.500333	0.507667	0.884333	0
279	39	0.501333	0.515667	0.896667	0
279	40	0.501333	0.507667	0.889667	0
279	41	0.500667	0.509333	0.892	0
279	42	0.500333	0.514333	0.891	0
279	43	0.501333	0.504	0.873333	0
279	44	0.501	0.509333	0.893	0
279	45	0.500667	0.506333	0.881333	0
279	46	0.501	0.504667	0.874667	0
279	47	0.500667	0.505333	0.877667	0
279	48	0.501333	0.509333	0.894	0
279	49	0.501667	0.510667	0.895	0
279	50	0.500333	0.507	0.882333	0
279	51	0.501	0.515	0.894	0
279	52	0.500333	0.505	0.874667	0
279	53	0.500333	0.502667	0.839333	0
279	54	0.500667	0.508333	0.890333	0
279	55	0.502	0.508333	0.893	1
279	56	0.501	0.506667	0.884667	0
279	57	0.501333	0.515333	0.895667	0
279	58	0.501333	0.507	0.888	0
279	59	0.500333	0.506	0.880333	0
279	60	0.501667	0.507333	0.89	0
279	61	0.501667	0.508667	0.892667	0
279	62	0.502	0.505667	0.882	0
279	63	0.500667	0.515333	0.894333	0
279	64	0.500667	0.507	0.884667	0
279	65	0.501667	0.515333	0.896667	0
279	66	0.500667	0.504333	0.874	0
279	67	0.502	0.509667	0.895667	0
280	1	0.5	0.505333	0.816	0
280	2	0.500333	0.502	0.776667	0
280	3	0.500667	0.503	0.855	0
280	4	0.500667	0.502333	0.778333	0
280	5	0.501	0.503333	0.856667	0
280	6	0.500333	0.503333	0.855	0
280	7	0.501333	0.508	0.884333	0
280	8	0.500333	0.505	0.869667	0
280	9	0.500333	0.513333	0.887	0
280	10	0.501667	0.507	0.881	0
280	11	0.500333	0.502667	0.777	0
280	12	0.500667	0.503333	0.856333	0
280	13	0.500333	0.514667	0.890667	0
280	14	0.501	0.506667	0.879667	0
280	15	0.501	0.513	0.889	0
280	16	0.501	0.507333	0.882	0
280	17	0.500333	0.503667	0.855333	0
280	18	0.501667	0.512	0.888	0
280	19	0.501	0.508667	0.887	0
280	20	0.500667	0.502667	0.830333	0
280	21	0.500667	0.514333	0.891	0
280	22	0.501333	0.514333	0.893667	0
280	23	0.500333	0.508	0.880333	0
280	24	0.501	0.513667	0.891667	0
280	25	0.501	0.508	0.883	0
280	26	0.501	0.507667	0.882333	0
280	27	0.500667	0.513667	0.890333	0
280	28	0.501	0.504333	0.870667	0
280	29	0.500667	0.504667	0.871	0
280	30	0.502	0.516	0.895	0
280	31	0.502	0.514667	0.894	0
280	32	0.501333	0.504	0.870333	0
280	33	0.500333	0.509	0.885667	0
280	34	0.500667	0.507	0.878	0
280	35	0.500667	0.507333	0.88	0
280	36	0.501333	0.508333	0.887333	1
280	37	0.500333	0.504333	0.867333	0
280	38	0.500667	0.503667	0.856667	0
280	39	0.501667	0.513333	0.890667	0
280	40	0.500667	0.507667	0.881	0
280	41	0.500667	0.506667	0.877	0
280	42	0.501	0.514333	0.893	0
280	43	0.500333	0.507667	0.88	0
280	44	0.500667	0.504333	0.870333	0
280	45	0.501	0.505	0.872	0
280	46	0.500667	0.513	0.888333	0
280	47	0.501	0.514667	0.893333	0
280	48	0.500667	0.514	0.890667	0
280	49	0.500667	0.512667	0.887667	0
280	50	0.502333	0.513	0.889333	0
280	51	0.501333	0.513667	0.892667	0
280	52	0.502	0.508	0.885	0
280	53	0.500333	0.513	0.886333	0
280	54	0.500667	0.508	0.881333	0
280	55	0.501333	0.505667	0.873	0
280	56	0.501333	0.506333	0.875333	0
280	57	0.501	0.508333	0.886667	0
280	58	0.500333	0.504667	0.868	0
280	59	0.501333	0.515667	0.894333	0
280	60	0.501	0.505333	0.872333	0
280	61	0.500333	0.503	0.829333	0
280	62	0.501333	0.512333	0.887667	0
280	63	0.500667	0.508667	0.884	0
280	64	0.502	0.515667	0.894667	0
280	65	0.500667	0.504	0.87	0
280	66	0.501333	0.507667	0.883	0
280	67	0.501	0.515667	0.893667	0
280	68	0.501333	0.516	0.894667	0
281	1	0.501333	0.502667	0.86	0
281	2	0.500333	0.503333	0.862667	0
281	3	0.500333	0.504	0.867333	0
281	4	0.500667	0.502333	0.857333	0
281	5	0.500333	0.509667	0.891667	0
281	6	0.500333	0.506	0.875	0
281	7	0.501667	0.505667	0.882667	0
281	8	0.500333	0.509	0.891333	0
281	9	0.501	0.504667	0.874	0
281	10	0.500667	0.503333	0.866	0
281	11	0.500333	0.508333	0.890333	0
281	12	0.500333	0.508667	0.891	0
281	13	0.500667	0.506667	0.891333	0
281	14	0.502667	0.504667	0.875	0
281	15	0.500333	0.507667	0.889667	0
281	16	0.501	0.503667	0.867667	0
281	17	0.500667	0.507667	0.892667	0
281	18	0.500333	0.504333	0.871	0
281	19	0.500667	0.503	0.865333	0
281	20	0.501	0.506667	0.892333	0
281	21	0.501333	0.507667	0.894333	0
281	22	0.500333	0.505333	0.874333	0
281	23	0.501333	0.506	0.885	0
281	24	0.501	0.509333	0.895667	0
281	25	0.500333	0.505667	0.874667	0
281	26	0.500667	0.509	0.894	0
281	27	0.500333	0.507	0.888333	0
281	28	0.500667	0.505667	0.877333	0
281	29	0.501	0.504333	0.872	0
281	30	0.501	0.505333	0.878667	0
281	31	0.500667	0.508	0.893333	0
281	32	0.500667	0.505	0.875667	0
281	33	0.500667	0.509667	0.895	0
281	34	0.501	0.502667	0.858333	0
281	35	0.501333	0.506333	0.889667	0
281	36	0.500667	0.506	0.881667	0
281	37	0.500667	0.507	0.892	0
281	38	0.500667	0.509333	0.894333	0
281	39	0.500333	0.502333	0.855333	0
281	40	0.502	0.508	0.895	0
281	41	0.501333	0.504333	0.872333	0
281	42	0.501	0.504	0.871333	0
281	43	0.501	0.506333	0.889	0
281	44	0.500667	0.505333	0.876333	0
281	45	0.501333	0.507	0.893	0
281	46	0.501333	0.508333	0.896	0
281	47	0.501667	0.507333	0.894	1
281	48	0.501333	0.503333	0.866667	0
281	49	0.500333	0.505	0.873333	0
281	50	0.501	0.51	0.896	0
281	51	0.501333	0.505667	0.879	0
281	52	0.500667	0.504	0.87	0
281	53	0.501	0.507667	0.893	0
281	54	0.501	0.508667	0.895333	0
281	55	0.501	0.508	0.894667	0
281	56	0.501333	0.507333	0.893333	0
281	57	0.502333	0.507667	0.896	0
282	1	0.5	0.506	0.856	0
282	2	0.500333	0.503	0.830333	0
282	3	0.500333	0.508	0.880333	0
282	4	0.5	0.518333	0.893333	0
282	5	0.500333	0.507333	0.878667	0
282	6	0.501333	0.506	0.878667	0
282	7	0.501	0.506	0.878	0
282	8	0.500667	0.503	0.831333	0
282	9	0.500667	0.503667	0.867333	0
282	10	0.500667	0.504	0.869333	0
282	11	0.500667	0.507667	0.886	0
282	12	0.500333	0.504	0.866667	0
282	13	0.501333	0.506333	0.879333	0
282	14	0.500667	0.515333	0.895	0
282	15	0.500333	0.505333	0.872333	0
282	16	0.502667	0.509333	0.892667	0
282	17	0.501	0.505667	0.876333	0
282	18	0.500667	0.518	0.898	0
282	19	0.501	0.505333	0.874667	0
282	20	0.500667	0.513667	0.892333	0
