Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	FiveWayAcc	ChiMaxs	ChiSums	Best
602	45	0.508333	0.515	0.682	3.26660734839106	12.5691992290934	0
602	46	0.509	0.515333	0.689667	2.90411655829094	12.3256651609994	0
602	47	0.509	0.515333	0.688667	2.89721727484207	11.8617401190092	0
602	48	0.509667	0.516	0.689	2.73659809134529	11.2221496354494	0
602	49	0.509667	0.516	0.691333	2.91648472048777	11.4039482548103	1
602	50	0.51	0.515667	0.691333	2.92842569804833	11.9878827584556	0
602	51	0.51	0.516	0.692	2.92842569804833	10.9380820484955	0
602	52	0.510333	0.516333	0.692333	2.91648472048777	10.9352746370965	0
602	53	0.51	0.515667	0.69	2.90411655829094	11.6935026870283	0
602	54	0.508667	0.515333	0.675667	2.71674070345601	10.4200729147673	0
602	55	0.507667	0.516333	0.674333	2.72000169106171	10.3087311248064	0
602	56	0.508	0.516	0.675	2.71674070345601	10.2477134244301	0
602	57	0.511	0.517	0.687	2.09505198253377	8.36572485973888	0
602	58	0.511	0.516667	0.686667	1.96294918268133	8.60820623370629	0
602	59	0.510667	0.517	0.686333	1.97245487199348	8.6072969011227	0
602	60	0.510667	0.516667	0.686	2.41622675963729	8.4769797467961	0
602	61	0.508333	0.515	0.668667	2.87931420455646	9.03215997966194	0
602	62	0.508333	0.516	0.674	2.71674070345601	9.05398740616716	0
602	63	0.508333	0.515333	0.671667	2.65254051978071	8.85887142950294	0
602	64	0.509	0.517	0.674	2.23152794994137	7.83632443247	0
602	65	0.509	0.518667	0.675333	2.84321495003146	8.22940230917023	0
602	66	0.508333	0.516333	0.672667	2.5474186640414	8.66726482682395	0
602	67	0.508333	0.516667	0.672333	2.49080497330736	8.479784027229	0
602	68	0.507667	0.515	0.676	3.64310371913805	12.2098015235355	0
602	69	0.508	0.515667	0.676667	3.25664877627283	11.1425317427335	0
602	70	0.507333	0.515667	0.677	3.4472313754962	12.1333662992957	0
602	71	0.507333	0.515	0.674	3.83810581449555	12.8720370400261	0
602	72	0.507333	0.514667	0.675	3.83810581449555	13.3687518004761	0
602	73	0.507	0.515333	0.673333	4.04489874004256	13.5464320442688	0
602	74	0.513	0.521667	0.681	0.71697666264118	2.82876540061019	0
602	75	0.513	0.521333	0.680667	0.856022199599738	2.92115412344085	0
602	76	0.513667	0.522	0.681	0.762152967462395	2.82325775748834	0
602	77	0.513333	0.522	0.677667	0.809743163566982	2.64170541121694	0
602	78	0.513	0.522667	0.678333	0.71697666264118	2.29379230981848	0
602	79	0.512667	0.522333	0.677667	0.902707574062703	2.73466982171266	0
602	80	0.513667	0.521333	0.676667	0.629792105145432	2.49531837582108	0
602	81	0.515	0.521667	0.68	0.654445800298594	2.50694218558591	0
602	82	0.514	0.521333	0.678667	0.74253089790125	2.67654020505564	0
602	83	0.515333	0.524	0.681	0.512940881287065	1.50594711895802	0
602	84	0.515667	0.524667	0.680333	0.373904920756136	1.19693983522436	0
602	85	0.515333	0.524	0.681333	0.508689386294982	1.59146343792627	0
602	86	0.516	0.524	0.681667	0.508689386294982	1.46489966849126	0
602	87	0.516333	0.525	0.678667	0.296811494803201	1.01448106891353	0
602	88	0.516333	0.525	0.678	0.372000744001488	0.976647978588565	0
602	89	0.514	0.521667	0.668333	0.500907312371397	1.54990155146601	0
602	90	0.513667	0.521333	0.669667	0.657832827675559	1.78015378007363	0
602	91	0.513	0.521	0.669667	0.578215065176025	1.81898316292975	0
602	92	0.511667	0.519333	0.675333	1.02701544017424	3.62130790941165	0
602	93	0.511333	0.519333	0.676667	1.02701544017424	3.76642064486367	0
602	94	0.513333	0.52	0.677333	0.768275925537618	2.56140724704929	0
602	95	0.513	0.52	0.677667	0.768275925537618	2.64621535751596	0
602	96	0.511	0.519333	0.675	1.35098604643324	4.09902292787331	0
602	97	0.511	0.520333	0.674667	1.24190659502934	3.8113029576589	0
602	98	0.511333	0.520667	0.676	1.13194352148928	3.2984630920339	0
602	99	0.511667	0.517333	0.687	2.23667334269391	8.25476607713806	0
602	100	0.508333	0.516	0.675333	2.71304707196564	10.2023268574934	0
603	1	0.512333	0.516333	0.661	1.06445287942109	3.50276956204945	0
603	2	0.508667	0.512333	0.661333	2.9616608113659	9.69218448859904	0
603	3	0.515	0.52	0.679667	2.87439969690935	10.6365413394594	0
603	4	0.514333	0.52	0.677	2.69937887574455	9.51493177868398	0
603	5	0.514333	0.521333	0.679333	2.69937887574455	9.66528647809592	0
603	6	0.508667	0.513	0.653667	2.06753303439346	8.51745445165222	0
603	7	0.508	0.513	0.655333	2.14333793885288	8.81037461365308	0
603	8	0.511333	0.515	0.665667	1.40967595558794	4.86544048650508	0
603	9	0.511333	0.516	0.665333	1.40967595558794	4.7442217475056	0
603	10	0.511667	0.515667	0.666	1.53451348803877	5.12015285803329	0
603	11	0.510333	0.515	0.667333	1.53533924504348	5.37508265949877	0
603	12	0.510667	0.514667	0.665	1.39323838659157	5.18675372043092	0
603	13	0.509333	0.514333	0.663333	2.68185171894556	6.49549029427019	0
603	14	0.509333	0.513667	0.663333	2.85032926381479	6.56746992824992	0
603	15	0.510333	0.514333	0.662333	2.04774453465527	6.0450372220916	0
603	16	0.510333	0.513667	0.664333	2.68812089328235	6.57673941115342	0
603	17	0.51	0.513333	0.664333	2.67515756740041	6.69705652595391	0
603	18	0.510333	0.513333	0.663667	2.51841008656771	6.54977023496159	0
603	19	0.510333	0.514333	0.661667	2.20116319343499	5.81526011938103	0
603	20	0.51	0.513667	0.662667	2.51841008656771	6.44010220365397	0
603	21	0.509667	0.514333	0.665667	2.20666982106335	6.20588603866523	0
603	22	0.509667	0.514	0.665	2.52974318064486	6.43859226466727	0
603	23	0.509333	0.514667	0.666333	2.68185171894556	6.82431585852393	0
603	24	0.509667	0.515	0.666667	2.51841008656771	6.50706587026703	0
603	25	0.509333	0.515333	0.666667	2.68812089328235	7.2130839538906	0
603	26	0.509667	0.515333	0.667	2.51841008656771	6.42999995743721	0
603	27	0.509333	0.515	0.665667	2.51841008656771	6.42520167678412	0
603	28	0.51	0.515	0.666	2.21178878607028	5.84578054578523	0
603	29	0.51	0.513667	0.664667	2.52428360145122	6.59808300522966	0
603	30	0.509333	0.514667	0.665667	2.36001316737941	6.4838491035609	0
603	31	0.511	0.517333	0.663	1.52264559435759	4.3530523980342	0
603	32	0.510333	0.517	0.661667	1.4074579458147	4.33573168681843	0
603	33	0.51	0.518	0.666333	2.07841590180895	6.11418269519658	0
603	34	0.51	0.518	0.668667	2.08128419490475	6.20960398510231	0
603	35	0.509667	0.517333	0.668333	2.22836426333021	6.56636380816329	0
603	36	0.51	0.518667	0.671	2.22836426333021	6.67855436974515	0
603	37	0.510667	0.519	0.671	2.22836426333021	6.46529219334193	0
603	38	0.51	0.517	0.669667	2.5474186640414	7.16878725762122	0
603	39	0.51	0.518667	0.671667	2.71304707196564	7.49295186737841	1
603	40	0.509	0.516333	0.668333	2.52974318064486	7.75609683234043	0
603	41	0.510333	0.517	0.669	2.23152794994137	6.76713342515325	0
603	42	0.511	0.516667	0.669333	2.55079179951865	6.7189462763155	0
603	43	0.507	0.513667	0.656333	2.16006545240217	9.2220841647782	0
603	44	0.506667	0.513333	0.655667	2.30181668019515	9.0790138325829	0
603	45	0.506	0.513667	0.653333	2.39488250334374	10.006188113886	0
603	46	0.507333	0.512667	0.654333	2.08587725904352	8.70606378053166	0
603	47	0.507333	0.513667	0.656667	2.08587725904352	8.31857048759966	0
603	48	0.507	0.513667	0.655	2.08377152488672	8.3750052186864	0
603	49	0.507333	0.514	0.657	2.16006545240217	9.10723014717828	0
603	50	0.512667	0.517333	0.663	1.26888655742632	4.00857867401145	0
603	51	0.512	0.516333	0.663333	1.38191146422795	4.30640117692911	0
603	52	0.512	0.516667	0.664	1.26888655742632	4.09463277706255	0
603	53	0.512333	0.516667	0.665667	1.39923394931074	4.43065370241525	0
603	54	0.512333	0.516333	0.665	1.40176200505005	4.08766580397618	0
603	55	0.512667	0.516667	0.666333	1.52544385488382	4.51440869866219	0
603	56	0.511667	0.515333	0.664	1.40176200505005	4.52690837925335	0
603	57	0.511333	0.515667	0.663333	1.16987486378689	4.53620486968681	0
603	58	0.511333	0.516	0.662667	1.28096511444198	4.4618264547217	0
603	59	0.511667	0.517	0.662333	1.16553480734228	3.75417690897939	0
603	60	0.510333	0.516333	0.667667	2.87439969690935	6.46741924164591	0
603	61	0.508667	0.516667	0.659667	2.53941564404495	6.55570331961628	0
603	62	0.512333	0.518667	0.662667	1.27839392160731	3.52594608499318	0
603	63	0.512	0.518667	0.662667	1.52264559435759	3.85624319739332	0
603	64	0.513333	0.519	0.661333	1.27839392160731	3.26425948571202	0
603	65	0.510333	0.518	0.668	2.38690920829224	6.13712170237091	0
603	66	0.510333	0.518667	0.668667	1.92732902248407	5.53871444806482	0
603	67	0.510667	0.517667	0.669333	1.91959344523761	6.05848284475651	0
603	68	0.509667	0.516667	0.669	2.55079179951865	7.07296590852997	0
603	69	0.51	0.516	0.669333	2.38690920829224	7.50138005111155	0
603	70	0.508333	0.514667	0.664	2.23152794994137	7.32725690025202	0
603	71	0.509667	0.515	0.667	2.55627749474951	7.21724364720378	0
603	72	0.509667	0.515333	0.667667	2.89721727484207	7.48456304756538	0
603	73	0.509	0.514333	0.666333	2.53478757807252	7.77503056478865	0
603	74	0.508667	0.513667	0.665333	2.53478757807252	8.23572727720186	0
603	75	0.508667	0.514	0.666	2.69937887574455	8.0571009869004	0
603	76	0.509	0.514333	0.665667	2.70436520649994	7.7088302927525	0
603	77	0.511	0.515333	0.660667	1.17306240297272	4.11258668758809	0
603	78	0.511667	0.516333	0.661667	1.05989380930823	4.03392288472582	0
603	79	0.511667	0.516333	0.66	0.94532559892294	3.64524054020569	0
603	80	0.510667	0.515	0.659333	1.17509296488377	4.47199101768725	0
603	81	0.510667	0.515333	0.662333	1.17306240297272	4.47513125799523	0
603	82	0.511667	0.515667	0.661667	1.15342310902483	4.27771348987896	0
603	83	0.510333	0.515	0.659667	1.28323582986768	4.67334319141294	0
603	84	0.510333	0.515333	0.660667	1.28520531168236	4.5729658343825	0
603	85	0.511333	0.516	0.662333	1.27552310864432	4.19833536075669	0
603	86	0.511333	0.517	0.662	1.17509296488377	3.97570277076252	0
603	87	0.510667	0.515667	0.661	1.28323582986768	4.3302982808816	0
603	88	0.512	0.516333	0.659333	1.16784855803312	3.61971111704691	0
603	89	0.513	0.517	0.661333	0.961054125753525	3.35909394290608	0
603	90	0.512	0.517	0.661333	0.961054125753525	3.38501437781288	0
603	91	0.511667	0.516667	0.661667	1.04997886261707	3.63718314788868	0
603	92	0.512333	0.517	0.662	0.94532559892294	3.36241383294588	0
603	93	0.510333	0.514667	0.667	1.89976811342829	6.26155798557858	0
603	94	0.507667	0.514	0.66	2.39263239114584	8.88774016203746	0
603	95	0.507667	0.513333	0.661667	2.66803991748207	9.84850678347474	0
603	96	0.507	0.511667	0.66	3.05962406593162	10.2940069924431	0
603	97	0.507	0.512667	0.661	2.88378524737118	10.3317243448304	0
603	98	0.507333	0.512333	0.66	2.88378524737118	10.0500402233929	0
603	99	0.508667	0.511	0.657667	3.06399613801939	10.6488707782554	0
603	100	0.507	0.511667	0.663333	3.44041825982501	12.1201393784477	0
604	1	0.513667	0.518	0.666333	0.322493270607671	1.05675781783804	0
604	2	0.510667	0.517333	0.668333	1.53005798515498	2.71082695811356	0
604	3	0.512667	0.521	0.67	0.51915526041354	1.34727868344816	0
604	4	0.513333	0.518	0.667667	0.322647398205032	1.14524821207164	0
604	5	0.512333	0.521	0.682	1.50819885742491	4.36332592192872	0
604	6	0.511667	0.517	0.668	0.596841863339499	2.07192536307986	0
604	7	0.511333	0.518	0.668	0.599973866939612	2.19335769660904	0
604	8	0.510333	0.516667	0.686	2.38343748457259	7.88912506955008	0
604	9	0.509667	0.517667	0.684667	2.37956006466899	7.57779778524482	0
604	10	0.512667	0.517667	0.666	0.383664199056618	1.23982620540599	0
604	11	0.51	0.518	0.685667	2.37956006466899	7.60674468168483	0
604	12	0.511667	0.517333	0.671667	1.53005798515498	2.54700376994324	0
604	13	0.512667	0.521	0.669333	0.520226982111544	1.30148443229022	0
604	14	0.512667	0.521	0.670333	0.447922735579553	1.38997748731789	0
604	15	0.512333	0.52	0.688	1.79624672288977	6.2886408027156	0
604	16	0.511667	0.519667	0.688	1.88769956516025	6.30329270403839	0
604	17	0.509333	0.516333	0.683667	2.53941564404495	7.74005577848643	0
604	18	0.509333	0.514333	0.662333	0.597884990944488	2.38843478767103	0
604	19	0.509667	0.515333	0.668	1.52264559435759	6.33349036078388	0
604	20	0.511667	0.518333	0.672333	0.86087948388325	2.12686781717997	0
604	21	0.512	0.519333	0.673	0.681664863767796	2.03063200005069	0
604	22	0.509	0.516	0.673	2.22836426333021	6.74510297285443	0
604	23	0.510333	0.517333	0.683333	2.08377152488672	6.50658008832961	0
604	24	0.51	0.517	0.685	2.06753303439346	6.59538162213622	0
604	25	0.513667	0.518	0.666667	0.322493270607671	1.14482482531982	0
604	26	0.515	0.521333	0.689	0.757693277323836	2.73049985135922	0
604	27	0.515333	0.521667	0.688667	0.755117058043251	2.55331098663005	0
604	28	0.515333	0.521333	0.687667	0.755117058043251	2.54808081891593	0
604	29	0.515333	0.521667	0.688	0.757693277323836	2.41843784494735	0
604	30	0.515333	0.521333	0.688667	0.755117058043251	2.56160773453024	0
604	31	0.510667	0.516667	0.667	1.53005798515498	2.89323166742861	0
604	32	0.512333	0.521	0.669667	0.517890050988581	1.42309092043094	0
604	33	0.510667	0.519333	0.688333	2.85700626983149	6.8275097703642	0
604	34	0.512333	0.521	0.681333	1.51229650069849	4.32863896770141	0
604	35	0.510333	0.517	0.686333	2.38690920829224	7.7664379500425	1
604	36	0.509667	0.518	0.686	2.37956006466899	7.72956581945791	0
604	37	0.512333	0.517	0.666667	0.59976482210898	1.59241153367855	0
604	38	0.513667	0.519333	0.667333	0.321107730007071	0.855423196821033	0
604	39	0.512667	0.518667	0.666333	0.383664199056618	1.24653060165591	0
604	40	0.509667	0.517333	0.685	2.53941564404495	8.28471587097082	0
604	41	0.509667	0.518	0.685333	2.38343748457259	7.65909883021126	0
604	42	0.512667	0.521333	0.671333	0.51915526041354	1.4059384102946	0
604	43	0.513	0.521333	0.669333	0.383244647730613	1.26298098637035	0
604	44	0.512667	0.520667	0.669333	0.594133820822825	1.50147896394337	0
604	45	0.512333	0.520667	0.67	0.59559126353486	1.51365133172239	0
604	46	0.512667	0.520333	0.669333	0.677220919868679	1.53443168624621	0
604	47	0.512	0.521333	0.671333	0.448828925767639	1.43337384214495	0
604	48	0.510333	0.515333	0.662333	0.517890050988584	1.81510621223138	0
604	49	0.511333	0.515333	0.661	0.517890050988584	1.77296683331047	0
604	50	0.510667	0.515333	0.669667	1.17596371226381	5.51893927369914	0
604	51	0.510333	0.515667	0.669333	1.27839392160731	5.51831147752459	0
604	52	0.51	0.515333	0.669333	1.29066666666667	5.96080085812785	0
604	53	0.512667	0.519667	0.674667	0.86087948388325	2.03737409123741	0
604	54	0.511333	0.519	0.672667	0.681664863767796	2.10193145284937	0
604	55	0.511333	0.519	0.673667	0.86087948388325	2.21346782362103	0
604	56	0.512333	0.518667	0.672333	0.596841863339499	1.66474707264756	0
604	57	0.511667	0.518667	0.671333	0.769219992624486	2.072286366503	0
604	58	0.512333	0.518333	0.674	0.681664863767796	2.00424135343297	0
604	59	0.512333	0.518	0.671667	0.681664863767796	1.93842216869328	0
604	60	0.513333	0.519667	0.670667	0.597884990944488	1.59184586519404	0
604	61	0.512667	0.518	0.666333	0.45064395642417	1.27074280581604	0
604	62	0.512	0.517333	0.666667	0.450643956424166	1.4010956849147	0
604	63	0.512333	0.519	0.664667	0.450643956424166	1.34583417429744	0
604	64	0.512	0.518667	0.664333	0.522666666666667	1.34014753907611	0
604	65	0.511667	0.519333	0.665333	0.45064395642417	1.30440102419206	0
604	66	0.513	0.518	0.668	0.450462294357813	1.36680189776094	0
604	67	0.510333	0.515	0.671	1.53005798515498	5.96988008440971	0
604	68	0.51	0.516	0.672	1.65701305270708	5.77105538178183	0
604	69	0.512	0.516667	0.667	0.595591263534862	1.99970579143031	0
604	70	0.511333	0.516333	0.667667	0.59976482210898	2.15279094337717	0
604	71	0.509667	0.517333	0.686333	2.35412292167768	8.39539031788983	0
604	72	0.510333	0.518	0.686333	2.38690920829224	7.46556698055416	0
604	73	0.512	0.518667	0.668667	0.450462294357813	1.43315239731811	0
604	74	0.511667	0.518333	0.667667	0.450643956424166	1.69655985015478	0
604	75	0.512	0.518333	0.668667	0.522275948194486	1.59898415621304	0
604	76	0.511667	0.518333	0.668333	0.599973866939612	1.83127641509219	0
604	77	0.512	0.517333	0.667333	0.522568973873215	1.58815432527927	0
604	78	0.512333	0.518	0.667	0.522568973873215	1.36467829908573	0
604	79	0.512333	0.517667	0.667667	0.599973866939617	1.53099337081533	0
604	80	0.512667	0.518	0.668	0.682221334076331	1.62595601856086	0
604	81	0.511667	0.517333	0.666	0.522275948194486	1.7591408570807	0
604	82	0.511333	0.517	0.665667	0.521787747741012	1.61157371658585	0
604	83	0.514	0.518667	0.668667	0.382657648955165	0.951142467624632	0
604	84	0.514333	0.519333	0.669333	0.26659650819415	0.817157990747536	0
604	85	0.515	0.52	0.667	0.321107730007071	0.757335690075511	0
