Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
1103	52	0.500667	0.506	0.525	0.749667	0
1103	53	0.500667	0.506	0.524667	0.749	0
1103	54	0.502	0.504333	0.523333	0.748667	0
1103	55	0.501333	0.506667	0.521	0.745333	0
1103	56	0.501333	0.506333	0.520667	0.744667	0
1103	57	0.502	0.507333	0.519	0.745667	0
1103	58	0.502667	0.508	0.519	0.746667	0
1103	59	0.501667	0.504667	0.512333	0.733667	0
1103	60	0.502667	0.506	0.526333	0.753333	0
1103	61	0.501	0.503333	0.512333	0.696	0
1103	62	0.501333	0.504	0.526	0.746667	0
1103	63	0.501667	0.504333	0.513	0.733667	0
1103	64	0.500667	0.502667	0.517667	0.723333	1
1103	65	0.501333	0.504333	0.523	0.744333	0
1103	66	0.500667	0.505	0.522667	0.743333	0
1103	67	0.501667	0.505667	0.522667	0.746667	0
1103	68	0.501667	0.504333	0.512	0.698	0
1103	69	0.501667	0.505667	0.523	0.749	0
1103	70	0.501333	0.504333	0.524333	0.747333	0
1103	71	0.501333	0.504667	0.524	0.748667	0
1103	72	0.501667	0.505333	0.523333	0.750333	0
1103	73	0.502333	0.504667	0.513	0.736333	0
1103	74	0.502667	0.505333	0.513	0.736667	0
1103	75	0.501333	0.506667	0.521667	0.746667	0
1103	76	0.501333	0.506667	0.522333	0.747333	0
1103	77	0.501667	0.508	0.521333	0.748667	0
1103	78	0.501	0.507667	0.522667	0.747333	0
1103	79	0.501	0.507333	0.523333	0.747333	0
1103	80	0.501333	0.507667	0.521667	0.749	0
1103	81	0.502	0.504333	0.512667	0.733	0
1103	82	0.501667	0.503667	0.513667	0.733	0
1103	83	0.502333	0.504	0.512667	0.733667	0
1103	84	0.501	0.506667	0.518333	0.743333	0
1103	85	0.501667	0.507	0.518667	0.745333	0
1103	86	0.502	0.503667	0.51	0.694333	0
1103	87	0.501	0.505	0.525	0.748	0
1103	88	0.502	0.505333	0.522333	0.749	0
1103	89	0.501	0.507	0.521667	0.746333	0
1103	90	0.500333	0.507	0.520667	0.745	0
1103	91	0.500667	0.507	0.519667	0.743667	0
1103	92	0.500667	0.505333	0.521333	0.742667	0
1103	93	0.501	0.503333	0.515	0.738667	0
1103	94	0.502	0.504	0.523	0.746333	0
1103	95	0.500667	0.504333	0.517667	0.742	0
1103	96	0.501333	0.504333	0.516	0.740333	0
1103	97	0.501667	0.505	0.516333	0.741667	0
1103	98	0.502	0.503667	0.518667	0.740333	0
1103	99	0.501	0.504	0.523	0.741333	0
1103	100	0.500667	0.505333	0.509667	0.691333	0
1104	1	0.502333	0.504667	0.515	0.782667	0
1104	2	0.500667	0.505333	0.519333	0.787	0
1104	3	0.502667	0.505333	0.51	0.775333	0
1104	4	0.501	0.505667	0.520333	0.789667	0
1104	5	0.501	0.503333	0.511	0.763333	0
1104	6	0.501333	0.504667	0.523667	0.789333	0
1104	7	0.502667	0.507667	0.518333	0.787	0
1104	8	0.500667	0.504333	0.515667	0.778667	0
1104	9	0.501333	0.504333	0.514333	0.780667	0
1104	10	0.502667	0.505	0.515333	0.783667	0
1104	11	0.501333	0.505667	0.514	0.781333	0
1104	12	0.501667	0.505333	0.523333	0.792333	0
1104	13	0.501	0.505	0.524667	0.790667	0
1104	14	0.501	0.506	0.517333	0.783667	0
1104	15	0.500667	0.503667	0.509667	0.760333	0
1104	16	0.501333	0.504333	0.523333	0.788	0
1104	17	0.501333	0.504667	0.518	0.784	0
1104	18	0.500667	0.506	0.519	0.787	0
1104	19	0.501333	0.504333	0.515333	0.781667	0
1104	20	0.501333	0.504	0.511667	0.776333	0
1104	21	0.501333	0.504	0.510667	0.775	0
1104	22	0.501	0.504333	0.512	0.778	0
1104	23	0.500667	0.504	0.519667	0.786	0
1104	24	0.501333	0.507	0.514667	0.784333	0
1104	25	0.501333	0.506667	0.514667	0.783333	0
1104	26	0.501	0.504333	0.511333	0.776333	0
1104	27	0.501	0.505333	0.518667	0.787667	0
1104	28	0.500333	0.506	0.519333	0.788667	0
1104	29	0.500667	0.506	0.520333	0.789	0
1104	30	0.501667	0.505667	0.519333	0.789	0
1104	31	0.501333	0.503667	0.510333	0.762333	0
1104	32	0.500667	0.503	0.51	0.760667	0
1104	33	0.501	0.503	0.509667	0.761	0
1104	34	0.500667	0.503667	0.51	0.761	0
1104	35	0.502	0.503667	0.519	0.784333	0
1104	36	0.501667	0.505667	0.523333	0.792667	0
1104	37	0.501	0.504333	0.514667	0.779667	0
1104	38	0.501333	0.505333	0.520333	0.791	0
1104	39	0.501	0.505667	0.514333	0.78	0
1104	40	0.501667	0.504333	0.513333	0.779	0
1104	41	0.502333	0.505	0.516	0.783667	0
1104	42	0.501667	0.506333	0.515	0.784	0
1104	43	0.500667	0.504667	0.518667	0.784333	0
1104	44	0.502	0.504	0.517667	0.782	0
1104	45	0.501	0.504333	0.524667	0.79	0
1104	46	0.501	0.504667	0.525333	0.790667	0
1104	47	0.502	0.504667	0.509333	0.774333	0
1104	48	0.502333	0.504667	0.509	0.774333	0
1104	49	0.502333	0.505	0.509667	0.775	0
1104	50	0.501	0.504333	0.52	0.787	0
1104	51	0.501	0.504333	0.519333	0.786	0
1104	52	0.500667	0.506333	0.519	0.787333	0
1104	53	0.502333	0.504667	0.514667	0.782	0
1104	54	0.502	0.504667	0.515333	0.782	0
1104	55	0.502	0.506667	0.523333	0.793333	0
1104	56	0.501	0.506333	0.515333	0.781	0
1104	57	0.502667	0.504333	0.509667	0.774	0
1104	58	0.501333	0.503667	0.518667	0.783	0
1104	59	0.501	0.504667	0.524	0.789	0
1104	60	0.502333	0.507333	0.518333	0.786667	0
1104	61	0.502667	0.507667	0.517667	0.786333	0
1104	62	0.501333	0.504	0.514333	0.778667	0
1104	63	0.501667	0.504	0.514667	0.779	0
1104	64	0.501	0.507333	0.514	0.783	0
1104	65	0.501	0.507333	0.512667	0.780667	0
1104	66	0.500667	0.507	0.513333	0.781667	0
1104	67	0.501	0.503667	0.514	0.776667	0
1104	68	0.500667	0.504	0.517667	0.776667	1
1104	69	0.500333	0.506	0.516333	0.781	0
1104	70	0.501333	0.506333	0.513333	0.779333	0
1104	71	0.502	0.505333	0.509	0.774667	0
1104	72	0.501	0.503667	0.509333	0.759	0
1104	73	0.501333	0.505	0.517333	0.782667	0
1104	74	0.501	0.505	0.518	0.783667	0
1104	75	0.500667	0.505	0.518667	0.785667	0
1104	76	0.501	0.505	0.515667	0.782	0
1104	77	0.501	0.504667	0.515667	0.780667	0
1104	78	0.501333	0.503333	0.511667	0.774667	0
1104	79	0.501333	0.503667	0.511	0.773667	0
1104	80	0.500667	0.504667	0.511667	0.777	0
1104	81	0.500333	0.504667	0.512667	0.777	0
1104	82	0.500667	0.505	0.520333	0.786667	0
1104	83	0.501	0.507	0.515	0.783333	0
1104	84	0.501667	0.507333	0.515667	0.784667	0
1104	85	0.500667	0.506	0.515667	0.783	0
1104	86	0.501	0.505667	0.519	0.788	0
1104	87	0.500667	0.505667	0.519	0.786667	0
1104	88	0.502	0.504	0.517	0.781667	0
1104	89	0.501	0.505	0.519667	0.787333	0
1104	90	0.501333	0.504	0.518667	0.787667	0
1104	91	0.501333	0.505	0.520333	0.788667	0
1104	92	0.501667	0.504	0.517333	0.781	0
1104	93	0.501667	0.505333	0.52	0.79	0
1104	94	0.501	0.505667	0.520667	0.79	0
1104	95	0.501333	0.506333	0.521333	0.792333	0
1104	96	0.502333	0.506	0.521	0.791333	0
1104	97	0.501667	0.505	0.514667	0.782667	0
1104	98	0.502	0.505333	0.516333	0.783333	0
1104	99	0.501333	0.505333	0.524333	0.792333	0
1104	100	0.501333	0.505	0.523333	0.792	0
1105	1	0.502	0.504333	0.513	0.762667	0
1105	2	0.501	0.504667	0.514333	0.766	0
1105	3	0.501	0.503333	0.509333	0.739667	0
1105	4	0.501667	0.503	0.509333	0.740667	0
1105	5	0.502	0.504333	0.512667	0.761667	0
1105	6	0.500667	0.503333	0.512	0.755	0
1105	7	0.501333	0.504333	0.510333	0.754333	0
1105	8	0.501	0.503667	0.51	0.750333	0
1105	9	0.501333	0.504333	0.515	0.765667	0
1105	10	0.502	0.504667	0.511	0.759	0
1105	11	0.501667	0.504667	0.516333	0.768333	0
1105	12	0.500333	0.502667	0.522	0.770333	0
1105	13	0.501	0.503	0.509667	0.738	0
1105	14	0.501333	0.503	0.514333	0.763333	0
1105	15	0.500333	0.503	0.521	0.769333	0
1105	16	0.501667	0.504	0.512667	0.760667	0
1105	17	0.501	0.503	0.507	0.735667	0
1105	18	0.501333	0.504667	0.511333	0.758667	0
1105	19	0.502333	0.505667	0.516667	0.771333	0
1105	20	0.501667	0.505333	0.51	0.754	0
1105	21	0.502	0.503333	0.517	0.768333	0
1105	22	0.500667	0.503333	0.507667	0.736667	0
1105	23	0.501	0.503333	0.51	0.749	0
1105	24	0.500333	0.504333	0.509333	0.737333	0
1105	25	0.500667	0.503	0.514333	0.761	1
1105	26	0.501333	0.504	0.519667	0.774667	0
1105	27	0.500667	0.504333	0.514	0.760333	0
1105	28	0.501333	0.504	0.515667	0.765	0
1105	29	0.502333	0.503667	0.507667	0.737667	0
1105	30	0.502	0.503	0.508333	0.738667	0
1105	31	0.501	0.503667	0.513	0.760333	0
1105	32	0.501	0.504333	0.51	0.752333	0
1105	33	0.501	0.503333	0.508667	0.737667	0
1105	34	0.501333	0.505	0.512	0.759	0
1105	35	0.501333	0.503667	0.510333	0.753333	0
1105	36	0.501667	0.503333	0.510333	0.752667	0
1105	37	0.501	0.504	0.519333	0.773333	0
1105	38	0.500667	0.503333	0.523	0.771333	0
1105	39	0.501	0.503667	0.512667	0.757333	0
1105	40	0.501667	0.504333	0.513	0.761333	0
1105	41	0.501333	0.503333	0.508333	0.738	0
1105	42	0.501	0.503	0.512333	0.756	0
1105	43	0.501333	0.503	0.509	0.738667	0
1105	44	0.501	0.502667	0.521	0.769333	0
1105	45	0.501	0.503	0.522667	0.771667	0
1105	46	0.501333	0.502667	0.521667	0.770667	0
1105	47	0.500333	0.504	0.514667	0.758	0
1105	48	0.502667	0.506	0.516333	0.770667	0
1105	49	0.502	0.506333	0.517333	0.773333	0
1105	50	0.501333	0.505	0.513	0.761333	0
1105	51	0.501667	0.504	0.513667	0.762667	0
1105	52	0.501667	0.504333	0.514333	0.764	0
1105	53	0.501333	0.504	0.515333	0.763667	0
1105	54	0.501333	0.504	0.512333	0.758	0
1105	55	0.501333	0.503667	0.508667	0.739667	0
1105	56	0.501667	0.505667	0.513667	0.763667	0
1105	57	0.500667	0.505667	0.514333	0.765333	0
1105	58	0.501	0.505	0.514333	0.766333	0
1105	59	0.501333	0.506667	0.516667	0.769	0
1105	60	0.500333	0.505	0.514667	0.764667	0
1105	61	0.501333	0.504333	0.515667	0.766	0
1105	62	0.500667	0.503	0.522333	0.770667	0
1105	63	0.501333	0.504	0.519333	0.773667	0
1105	64	0.501667	0.503667	0.513667	0.761667	0
1105	65	0.501	0.503	0.509333	0.737667	0
1105	66	0.500667	0.503333	0.520667	0.767333	0
1105	67	0.502	0.504333	0.510667	0.757	0
1105	68	0.502	0.503667	0.516333	0.766667	0
1105	69	0.502	0.503	0.517	0.767667	0
1105	70	0.502667	0.504	0.516	0.767667	0
1105	71	0.501667	0.503667	0.516667	0.768	0
1105	72	0.502	0.506333	0.517	0.771333	0
1105	73	0.501667	0.506667	0.516667	0.771333	0
1105	74	0.500667	0.505	0.514	0.763	0
1105	75	0.501333	0.502667	0.510667	0.749333	0
1105	76	0.500333	0.503667	0.512333	0.751667	0
1105	77	0.501333	0.504333	0.519	0.774	0
1105	78	0.501333	0.505	0.517667	0.772	0
1105	79	0.501	0.504667	0.518667	0.771	0
1105	80	0.501333	0.504	0.516	0.765667	0
1105	81	0.500667	0.504667	0.517667	0.769667	0
1105	82	0.501	0.505	0.517333	0.770333	0
1105	83	0.501	0.505333	0.517333	0.771333	0
1105	84	0.501333	0.504	0.512667	0.759333	0
1105	85	0.501	0.504	0.512667	0.759	0
1105	86	0.502	0.504333	0.516667	0.770333	0
1105	87	0.501333	0.503667	0.509667	0.750667	0
1105	88	0.501	0.503333	0.511	0.752	0
1105	89	0.501667	0.504333	0.511	0.758333	0
1105	90	0.502	0.504333	0.507	0.736333	0
1105	91	0.501	0.503667	0.519667	0.773333	0
1105	92	0.501333	0.504	0.519	0.772333	0
1105	93	0.502	0.504333	0.518333	0.771333	0
1105	94	0.501	0.503333	0.511667	0.756	0
1105	95	0.501333	0.502667	0.509333	0.738	0
1105	96	0.502	0.504667	0.518667	0.773333	0
1105	97	0.501	0.504333	0.519	0.773333	0
1105	98	0.502	0.506	0.517333	0.772	0
1105	99	0.501333	0.503667	0.509333	0.74	0
1105	100	0.502	0.503667	0.507333	0.737	0
1106	1	0.500667	0.503667	0.51	0.736667	0
1106	2	0.500667	0.502333	0.513	0.733	0
1106	3	0.501667	0.504	0.515333	0.751667	0
1106	4	0.501667	0.505667	0.517333	0.766333	0
1106	5	0.502	0.505333	0.522667	0.773	0
1106	6	0.501667	0.503667	0.514667	0.751	0
1106	7	0.500667	0.503	0.513667	0.743333	0
1106	8	0.501667	0.505667	0.513333	0.748667	0
1106	9	0.501333	0.503333	0.520333	0.755333	0
1106	10	0.502	0.505667	0.523	0.773667	0
1106	11	0.501667	0.503667	0.516667	0.752333	0
1106	12	0.501	0.503333	0.509333	0.727	0
1106	13	0.501	0.503	0.514333	0.743667	0
1106	14	0.501333	0.503667	0.519667	0.767667	0
1106	15	0.501667	0.504	0.519	0.767667	0
1106	16	0.501333	0.506667	0.521667	0.774667	0
1106	17	0.500667	0.503667	0.519	0.754	0
1106	18	0.501667	0.506	0.517	0.766333	0
1106	19	0.501667	0.504667	0.517	0.765333	0
1106	20	0.500333	0.504	0.521	0.763	0
1106	21	0.501667	0.503333	0.510333	0.734333	0
1106	22	0.501	0.503667	0.51	0.741333	0
1106	23	0.501	0.507	0.521667	0.773667	0
1106	24	0.501333	0.504	0.515333	0.751333	0
1106	25	0.501333	0.502667	0.509	0.726667	0
1106	26	0.500667	0.504	0.520333	0.755	0
1106	27	0.501667	0.506	0.523	0.773667	0
1106	28	0.500667	0.505667	0.520333	0.772667	0
1106	29	0.501333	0.503333	0.514333	0.750333	0
1106	30	0.502	0.505667	0.513333	0.749333	0
1106	31	0.501333	0.503667	0.518	0.754667	0
1106	32	0.502	0.506	0.523333	0.774333	0
1106	33	0.502	0.505	0.516333	0.764333	0
1106	34	0.501	0.503667	0.514667	0.748	0
1106	35	0.500667	0.502667	0.511333	0.730667	0
1106	36	0.500667	0.506667	0.512667	0.746333	0
1106	37	0.502	0.504333	0.516667	0.766	0
1106	38	0.501667	0.505	0.518	0.767333	0
1106	39	0.500667	0.504667	0.509667	0.736667	0
1106	40	0.500667	0.503667	0.514667	0.747667	0
1106	41	0.501667	0.506333	0.512333	0.747	0
