Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	FourWayAcc	ChiMaxs	ChiSums	Best
501	36	0.506667	0.511333	0.655	1.06320857940319	2.81017927898653	0
501	37	0.506	0.510667	0.653	1.28823805457444	3.25549637500459	0
501	38	0.506333	0.511667	0.656333	1.17161301484108	2.97237898183801	0
501	39	0.506	0.511	0.655	1.28687290467919	3.12454207247894	0
501	40	0.506	0.511	0.653667	1.17161301484108	3.06745930150509	0
501	41	0.506667	0.510333	0.648	0.862002251282488	2.82476619733905	0
501	42	0.507333	0.511	0.645667	0.836108753225184	2.50843343004502	0
501	43	0.506667	0.510333	0.647667	0.86087948388325	2.62209382188861	0
501	44	0.506667	0.51	0.646333	0.862002251282488	2.56469028127099	0
501	45	0.507667	0.514	0.674333	1.16784855803312	3.6959654238503	0
501	46	0.509667	0.515333	0.680333	1.28096511444198	3.83304459012475	0
501	47	0.508667	0.514	0.678	1.51952096683791	4.12425824638178	1
501	48	0.505333	0.511333	0.655333	1.40397580740792	3.84744820771159	0
501	49	0.507	0.511667	0.657	1.17161301484108	3.59915857072034	0
501	50	0.505667	0.512	0.647333	1.06611301607195	2.87782945343353	0
501	51	0.506667	0.511667	0.649667	0.961054125753525	2.77582684135531	0
501	52	0.508667	0.517333	0.674333	0.863875076293833	2.38979533981115	0
501	53	0.506667	0.512	0.661333	1.53335777674253	3.84616284476262	0
501	54	0.506667	0.511667	0.660333	1.53335777674253	4.32165339725384	0
501	55	0.506333	0.512667	0.660333	1.53187245971124	4.03469123655334	0
501	56	0.506333	0.512667	0.659667	1.40872517965822	3.90560581724635	0
501	57	0.506333	0.513	0.660667	1.17161301484108	3.76392092267842	0
501	58	0.506333	0.512	0.658333	1.17306240297272	3.78746688145855	0
501	59	0.506333	0.511667	0.66	1.28687290467919	4.07070146034135	0
501	60	0.511667	0.519333	0.660667	0.375647625802038	1.07072394307027	0
501	61	0.512	0.519	0.660333	0.347835175756611	0.952800045473594	0
501	62	0.505	0.509	0.652333	1.52791490098692	4.23914059448252	0
501	63	0.504	0.509	0.652667	1.66147192269359	4.93226930484241	0
501	64	0.508333	0.515667	0.670333	0.769928405721369	1.76392492120025	0
501	65	0.509667	0.517	0.669333	0.599346837263129	1.50710824888402	0
501	66	0.508667	0.516333	0.670333	0.769928405721369	1.76056431415546	0
501	67	0.508667	0.515667	0.669667	0.767096619136404	1.75975146758233	0
501	68	0.509667	0.516333	0.670667	0.682221334076331	1.5088316933046	0
501	69	0.508333	0.516333	0.668667	0.769928405721369	1.76000784384693	0
501	70	0.507667	0.515667	0.676667	1.52264559435759	3.76696135934639	0
501	71	0.508667	0.516	0.673	1.04997886261707	2.72307659357341	0
501	72	0.510667	0.516333	0.667	0.596841863339499	1.12762398018338	0
501	73	0.508333	0.516667	0.675333	1.06611301607195	2.47514839042397	0
501	74	0.508667	0.516333	0.673	1.17567342936862	2.667165315688	0
501	75	0.508667	0.516	0.674333	1.28930030794645	2.78012850287688	0
501	76	0.505667	0.510333	0.664	1.65701305270708	4.59786125766706	0
501	77	0.505333	0.510333	0.663667	1.79624672288977	4.73132626197409	0
501	78	0.505333	0.510333	0.664	1.65701305270708	4.77337161441721	0
501	79	0.505667	0.510333	0.663667	1.65701305270708	4.47183017675249	0
501	80	0.505333	0.511	0.664	1.65427190596488	4.51160747104666	0
501	81	0.504	0.510333	0.652	1.50377923809285	4.67468717673605	0
501	82	0.504333	0.51	0.653	1.50377923809285	4.60066089314166	0
501	83	0.504667	0.508667	0.652333	1.80106068414748	4.73514539445259	0
501	84	0.505667	0.51	0.653667	1.66147192269359	4.16855153436159	0
501	85	0.505	0.510333	0.653333	1.53005798515498	4.50242721057198	0
501	86	0.509333	0.514667	0.652667	0.420093914614786	0.98027513994952	0
501	87	0.510333	0.514667	0.652667	0.351124384531398	0.756247858886326	0
501	88	0.511333	0.515333	0.653333	0.291065794809376	0.747736131234451	0
501	89	0.511333	0.516	0.679667	1.27839392160731	3.39248455166438	0
501	90	0.508333	0.515	0.656	0.913210373776789	1.38217500748224	0
501	91	0.508667	0.515	0.655333	0.814716814892282	1.17231977092742	0
501	92	0.508333	0.515	0.655667	0.819461304665572	1.28974358449245	0
501	93	0.507667	0.514	0.655667	0.913210373776789	1.37575224952278	0
501	94	0.508	0.515333	0.656333	0.913210373776789	1.72219215473115	0
501	95	0.505333	0.510667	0.653333	1.66456210043388	3.80505359450478	0
501	96	0.513667	0.519	0.659	0.23932098734759	0.728491614732514	0
501	97	0.511667	0.520667	0.662333	0.3194182222094	0.978159423138146	0
501	98	0.512333	0.518667	0.660667	0.487971066173228	1.02426773600292	0
501	99	0.511667	0.519	0.660667	0.416763404338458	1.09472824649822	0
501	100	0.508	0.513667	0.650667	0.564735651768333	1.05723731254146	0
502	1	0.503667	0.509333	0.650333	3.24055446352724	9.50719549331914	0
502	2	0.505	0.514667	0.663667	1.79820724449935	6.58916558590354	0
502	3	0.506	0.511667	0.664667	2.8011402493637	8.23787743137843	0
502	4	0.506	0.512333	0.664333	2.49080497330736	7.69311114014352	0
502	5	0.505333	0.510333	0.652333	2.38343748457259	7.65262907051759	0
502	6	0.505333	0.514333	0.663	1.76784233978466	6.45414669947714	0
502	7	0.506333	0.511	0.665	2.81926382034921	8.54042139375734	0
502	8	0.512333	0.518667	0.656667	0.294005491738043	0.600138717510204	0
502	9	0.509333	0.515	0.653333	1.40872517965822	4.4643799670243	0
502	10	0.503	0.509333	0.651667	3.4316674473755	10.4444358812698	0
502	11	0.503333	0.51	0.649667	3.23535518402579	9.62386039773163	0
502	12	0.505	0.509333	0.653667	2.71674070345602	8.43389997122267	0
502	13	0.504667	0.509667	0.653667	2.89452860204073	8.56665244618578	0
502	14	0.507	0.519	0.657667	1.91517958162099	4.09207193187866	0
502	15	0.507667	0.517667	0.655667	1.78113071989478	3.44908980241224	0
502	16	0.503667	0.512333	0.656667	2.37527786326183	7.80131663501312	0
502	17	0.506333	0.51	0.654667	2.71674070345602	8.16600227496292	0
502	18	0.503333	0.509	0.649333	3.24055446352724	9.5328784112452	0
502	19	0.503667	0.509667	0.649333	3.05479506410775	9.14733311250485	0
502	20	0.505667	0.511	0.664	2.97186882495869	8.56325486745776	1
502	21	0.507667	0.513667	0.663333	1.7770507041664	5.97836772668045	0
502	22	0.508667	0.515	0.654333	1.53583479881517	5.13005374395365	0
502	23	0.511333	0.516	0.654333	0.423260943861148	1.14792963968421	0
502	24	0.510667	0.515	0.654	0.503686850689402	1.34552460292039	0
502	25	0.512	0.517667	0.655	0.294005491738043	0.638117568194954	0
502	26	0.512333	0.519	0.657667	0.296811494803201	0.68573969636152	0
502	27	0.512333	0.519	0.656333	0.294005491738043	0.569670601401534	0
502	28	0.512667	0.519	0.657333	0.244405805066122	0.554514040081818	0
502	29	0.512333	0.518667	0.655667	0.294005491738043	0.59880817072906	0
502	30	0.508	0.513667	0.663667	1.91959344523761	6.26719340388459	0
502	31	0.507667	0.514	0.662	1.91040320473018	5.74299764897537	0
502	32	0.509	0.515	0.653	1.40872517965822	4.79786104510478	0
502	33	0.503333	0.509667	0.651667	3.4316674473755	10.2931390479105	0
502	34	0.503333	0.510333	0.654	3.6281236336834	11.1254949348113	0
502	35	0.503	0.509667	0.649667	3.24055446352724	9.62905967723308	0
502	36	0.503667	0.509333	0.649	3.24055446352724	9.341178465108	0
502	37	0.502667	0.510333	0.649	3.23535518402579	9.77183681895861	0
502	38	0.504667	0.510333	0.654667	2.71674070345602	8.1207190797314	0
502	39	0.504667	0.510333	0.654	2.71674070345602	7.98270358990843	0
502	40	0.504333	0.51	0.653	2.71674070345602	8.69231113581253	0
502	41	0.504667	0.509667	0.653	2.71674070345602	8.43255893707305	0
502	42	0.504667	0.509333	0.653	2.89139324973601	8.76103839342238	0
502	43	0.504667	0.509	0.652667	2.88378524737118	8.60094451513783	0
502	44	0.511333	0.516	0.653	0.367712997419833	1.08278818556696	0
502	45	0.508	0.515333	0.662	1.75724491970077	5.45220538444559	0
502	46	0.51	0.515333	0.662667	1.75142895742004	5.13366016926272	0
502	47	0.509667	0.515667	0.662667	1.62561753347784	5.00660444530262	0
502	48	0.510333	0.515333	0.662	1.76271655787833	5.0332648268631	0
502	49	0.51	0.515667	0.663	1.6201860111872	5.11712065884141	0
502	50	0.505667	0.512	0.663	2.48288385502032	7.96212291783817	0
502	51	0.510333	0.516333	0.648667	0.246765006578424	0.829246026548239	0
502	52	0.511333	0.516333	0.650333	0.302014329789232	0.723515061577995	0
502	53	0.510667	0.517	0.65	0.248999504715622	0.70216358084863	0
502	54	0.510667	0.516667	0.649667	0.491474346053927	0.99651503643178	0
502	55	0.511333	0.516333	0.649333	0.162656240001708	0.506418467072243	0
502	56	0.512	0.516	0.65	0.497944270432742	0.685759709376949	0
502	57	0.511333	0.516333	0.650667	0.431762493091892	0.789739571393653	0
502	58	0.511	0.517333	0.650667	0.571864815178326	0.891258070238814	0
502	59	0.511333	0.516667	0.650333	0.497944270432742	0.710688951596413	0
502	60	0.511667	0.516667	0.651333	0.500907312371397	0.873212129339585	0
502	61	0.511333	0.517667	0.651333	0.578215065176027	0.859693588137647	0
502	62	0.512333	0.517667	0.645	0.115993121089942	0.265903292272814	0
502	63	0.511667	0.518	0.643	0.117579840408398	0.307881166829151	0
502	64	0.512667	0.518667	0.645	0.11599312108994	0.264589227696475	0
502	65	0.513	0.518333	0.644	0.117579840408398	0.237412498249764	0
502	66	0.505333	0.512667	0.666333	2.04186303759579	7.3950168852373	0
502	67	0.505333	0.512667	0.664667	2.02199989000306	7.24724319165133	0
502	68	0.507	0.513333	0.660333	1.60191719067074	5.82313906047534	0
502	69	0.507667	0.514333	0.66	1.50819885742491	5.44044166554686	0
502	70	0.504333	0.509667	0.653333	3.06791038730027	10.2358501016031	0
502	71	0.504	0.508	0.651667	3.26660734839106	10.8689509269521	0
502	72	0.503667	0.509667	0.653333	3.25333230059346	10.480890102945	0
502	73	0.504	0.508667	0.652	3.06399613801939	9.8353295518086	0
502	74	0.508	0.517333	0.654333	1.64401143123956	3.25284271863352	0
502	75	0.507	0.517333	0.653667	1.64401143123956	3.64901046258497	0
502	76	0.507	0.518	0.654	1.78113071989478	4.0811866111937	0
502	77	0.507333	0.518	0.655667	1.78113071989478	3.77999004261236	0
502	78	0.506333	0.513	0.664	2.1889924826052	7.11148628395807	0
502	79	0.503667	0.512	0.657	2.379560064669	8.04707000883555	0
502	80	0.503333	0.510333	0.65	2.71304707196564	9.09848764844244	0
502	81	0.504	0.510333	0.649667	2.71304707196564	8.93920381512504	0
502	82	0.503667	0.511333	0.65	2.54362632513131	9.08006778125352	0
502	83	0.503	0.510333	0.647333	2.7304488241057	9.28605681899925	0
502	84	0.503	0.509333	0.649333	2.87931420455646	9.40061856147104	0
502	85	0.506	0.512	0.655667	1.66147192269359	5.31464204700224	0
502	86	0.505667	0.512333	0.658	1.53335777674253	5.70837156789576	0
502	87	0.506	0.512	0.656667	1.80106068414748	6.2449263220422	0
502	88	0.504333	0.513333	0.660333	2.08128419490475	6.90470065143071	0
502	89	0.504667	0.512667	0.659667	1.93618730995551	6.49594903076683	0
502	90	0.505	0.512	0.658333	1.93840481867527	6.60815196062924	0
502	91	0.504667	0.511667	0.658667	1.93840481867527	6.74916579453068	0
502	92	0.504667	0.511667	0.660667	1.93840481867527	6.78129162567738	0
502	93	0.505333	0.513333	0.662667	2.08377152488672	6.67114122303354	0
502	94	0.505667	0.511667	0.661	2.39263239114584	7.07637816933357	0
502	95	0.505667	0.516667	0.654667	2.2208587819927	4.81208579984289	0
502	96	0.506	0.516333	0.655	2.379560064669	4.77933028433196	0
502	97	0.505333	0.517333	0.655333	2.22480758350227	5.10140915190547	0
502	98	0.505667	0.515667	0.654667	2.22480758350227	5.219083808686	0
502	99	0.508667	0.515	0.653333	1.65427190596488	5.07103115704312	0
502	100	0.508	0.513333	0.662667	1.78113071989479	5.96422385633946	0
503	1	0.504333	0.509	0.667667	0.362795505238418	0.91214163837609	0
503	2	0.505667	0.507333	0.657333	0.146730634112091	0.489923656974089	0
503	3	0.501667	0.513	0.680667	3.44406738945781	9.5274745109342	0
503	4	0.503333	0.507333	0.657	0.299481754323137	0.719520975244657	0
503	5	0.502667	0.51	0.679667	3.43628468273382	9.18562320114492	0
503	6	0.504667	0.509	0.668	0.362795505238418	0.877701675075662	0
503	7	0.502667	0.51	0.673667	3.81380538908433	8.75492575899733	0
503	8	0.503667	0.508667	0.67	0.510909634666798	1.48189273524105	0
503	9	0.504	0.509	0.670667	0.588528304486458	1.6136035705015	0
503	10	0.501667	0.511333	0.679667	3.43628468273382	10.3337886774833	0
503	11	0.508	0.514333	0.666	0.0233451775917267	0.0733671492960414	0
503	12	0.502	0.510667	0.680667	3.44990961478076	9.14749162670405	0
503	13	0.504333	0.511	0.672333	0.375647625802038	1.05206358174505	0
503	14	0.503667	0.509667	0.681667	2.86324454589379	10.2184981087289	1
503	15	0.506667	0.512333	0.663	0.0889781916045357	0.201166174153789	0
503	16	0.504667	0.508	0.667667	0.500907312371397	1.24270817171558	0
503	17	0.505333	0.511667	0.675	1.76784233978467	6.1341214376423	0
503	18	0.502667	0.508333	0.679	3.03757682725566	10.8902430221156	0
503	19	0.503	0.509	0.679667	3.03757682725566	10.5573116311588	0
503	20	0.504	0.509	0.665333	0.578215065176027	1.30197131105951	0
503	21	0.504	0.508	0.665	0.578215065176027	1.26463626766166	0
503	22	0.504333	0.508667	0.666	0.362795505238418	1.03789179015338	0
503	23	0.505667	0.507333	0.656333	0.146730634112091	0.488863137083187	0
503	24	0.505333	0.507333	0.657333	0.165083876457127	0.498828273461324	0
503	25	0.501333	0.513333	0.678667	3.63261475428905	9.86785361336016	0
503	26	0.501667	0.512333	0.679667	3.63660895209099	9.84050319865116	0
503	27	0.501667	0.512667	0.680333	3.44406738945781	9.647949174381	0
503	28	0.503333	0.507667	0.658333	0.296811494803201	0.72181688134268	0
503	29	0.503	0.509667	0.68	3.43628468273382	9.01328454132902	0
503	30	0.502667	0.510333	0.680667	3.4316674473755	9.3060352377062	0
503	31	0.505667	0.508	0.656333	0.0889781916045357	0.295906260046722	0
503	32	0.502333	0.510333	0.679	3.4472313754962	8.98439268452296	0
503	33	0.502	0.510667	0.679333	3.4472313754962	9.09957471893036	0
503	34	0.505333	0.509333	0.679333	2.56261383373031	6.87223135979782	0
503	35	0.505667	0.51	0.678667	2.09066666666667	6.74908007651567	0
503	36	0.502667	0.508667	0.674667	4.45232543119517	9.8692006152773	0
503	37	0.502333	0.509333	0.675333	3.62313642095728	8.97196078587051	0
503	38	0.506	0.510667	0.678667	1.80248819135972	6.25560041461543	0
503	39	0.507	0.511	0.679667	2.39979520400499	6.28215359068292	0
503	40	0.503667	0.509	0.670333	0.510909634666798	1.55169249674529	0
503	41	0.504667	0.508667	0.669333	0.510909634666798	1.35811354570304	0
503	42	0.503667	0.509	0.667667	0.588528304486458	1.45747231832231	0
503	43	0.503	0.508667	0.671	0.588528304486458	1.74518484529949	0
503	44	0.504333	0.509333	0.669333	0.440705030108347	1.35994332322082	0
503	45	0.504	0.509667	0.669667	0.510909634666798	1.42142729661832	0
503	46	0.503333	0.509	0.671333	0.588528304486458	1.67037295144874	0
503	47	0.504	0.51	0.671667	0.510909634666798	1.49121045512913	0
503	48	0.508333	0.514333	0.666333	0.0239946882915703	0.0604509544195297	0
503	49	0.508	0.514	0.665667	0.0348780035092402	0.0896838057694582	0
503	50	0.508	0.514333	0.666333	0.0357280911764001	0.090533893436618	0
503	51	0.507667	0.512667	0.664333	0.0425535699449181	0.0948206619961738	0
503	52	0.504667	0.510667	0.671333	0.37722773776628	0.999523945264288	0
503	53	0.503333	0.51	0.680667	3.01628744701747	10.0635651034965	0
503	54	0.503667	0.510333	0.681667	2.86324454589379	10.0554673450496	0
503	55	0.503333	0.51	0.682667	2.86324454589379	10.5507670614984	0
503	56	0.504	0.51	0.681	2.85700626983149	9.58333546969568	0
503	57	0.504	0.510333	0.682	2.85700626983149	10.5433704437942	0
503	58	0.505	0.509667	0.679333	2.34783392016234	7.36774362488523	0
503	59	0.504333	0.509667	0.678333	2.34783392016234	7.89569327770755	0
503	60	0.504333	0.51	0.678333	2.35412292167768	7.62415668139003	0
503	61	0.506667	0.513	0.662667	0.0694906623784262	0.174471392540259	0
503	62	0.506667	0.512667	0.664	0.123072994018821	0.21056095374244	0
503	63	0.506667	0.512	0.664	0.0889781916045357	0.214508385244195	0
503	64	0.504	0.507667	0.667	0.500907312371397	1.30761542688618	0
503	65	0.504667	0.508	0.658333	0.163923036043957	0.316676287154786	0
503	66	0.505	0.507667	0.659	0.258242721215187	0.486814704161212	0
503	67	0.502333	0.509667	0.678667	3.84143649880399	9.64404018820053	0
503	68	0.502	0.509667	0.679	4.04489874004255	10.1144996516664	0
503	69	0.502667	0.509333	0.678667	4.04122320422861	9.64969555728327	0
503	70	0.507	0.512667	0.675333	1.66662370396148	5.63025242553393	0
503	71	0.506333	0.511667	0.679333	1.80266666666667	6.13678346054675	0
503	72	0.506667	0.512	0.68	1.94395372825478	6.0299180570747	0
503	73	0.506	0.512333	0.680667	1.94395372825478	6.15179194925343	0
503	74	0.502667	0.509667	0.672	3.60520792694302	8.80305769987364	0
503	75	0.503	0.51	0.673667	3.42656743608528	8.62470749191109	0
503	76	0.505667	0.509	0.656333	0.0900003782954222	0.243558532311815	0
503	77	0.506333	0.509333	0.676667	1.80106068414748	6.63671269682792	0
503	78	0.507	0.509667	0.676333	1.66559275370742	5.86798054435619	0
503	79	0.506667	0.51	0.675667	1.66559275370742	6.00287688385074	0
503	80	0.506333	0.509333	0.676	1.80266666666667	6.27224964110026	0
503	81	0.505667	0.509667	0.674333	1.80195281464521	6.63380728420825	0
503	82	0.506	0.510333	0.674	1.66662370396148	5.98717569111524	0
503	83	0.505667	0.510333	0.673667	1.66662370396148	6.24369022214644	0
503	84	0.506667	0.510333	0.676	1.66559275370742	5.75677203032539	0
503	85	0.506667	0.510333	0.676667	1.80266666666667	6.14844143062772	0
503	86	0.506	0.510333	0.676	2.23667334269391	6.30968263568777	0
503	87	0.506333	0.51	0.681	2.24222062839582	6.74585535886827	0
503	88	0.505667	0.509	0.679667	2.24222062839582	7.24298482521993	0
503	89	0.503	0.506	0.659	0.476411823836447	1.0786791427801	0
503	90	0.503667	0.507	0.657333	0.409620157157101	0.91856886828167	0
503	91	0.507667	0.513333	0.662333	0.024513588715201	0.0446040571278222	0
503	92	0.508	0.514333	0.662	0.0207939580018247	0.0348093941932436	0
503	93	0.507333	0.512667	0.664333	0.0441458565664945	0.104060871941167	0
503	94	0.505	0.507333	0.658667	0.206230297215249	0.537474517220026	0
503	95	0.504667	0.507333	0.657667	0.206230297215249	0.542545163163661	0
503	96	0.506	0.509333	0.658333	0.110750241728364	0.245379427788995	0
503	97	0.505667	0.508333	0.659667	0.108848692328395	0.304086274932609	0
503	98	0.503333	0.511667	0.677667	3.25664877627283	8.28724003198068	0
503	99	0.502667	0.510333	0.678667	3.44406738945781	8.57025116615689	0
503	100	0.501333	0.511667	0.678	4.04805038334148	9.8044818411129	0
504	1	0.507333	0.514667	0.657333	1.39323838659157	5.00322300321659	0
504	2	0.508	0.514333	0.659333	1.4074579458147	4.78617752756403	0
504	3	0.507333	0.515667	0.656333	1.52264559435759	4.63540520487052	0
504	4	0.508333	0.515	0.661	1.53187245971124	5.23112224718637	0
504	5	0.508333	0.515333	0.661333	1.40587465474886	4.54839995917314	0
504	6	0.508667	0.516	0.661	1.28687290467919	4.42538697451536	0
504	7	0.508333	0.514667	0.640333	0.597884990944488	1.77191647866547	0
504	8	0.51	0.513667	0.650667	0.839679181439658	2.57451011454466	0
504	9	0.509333	0.512333	0.650333	0.931275204161614	2.72486083006808	0
504	10	0.507333	0.516	0.656	1.2723536340066	4.24827303787854	0
504	11	0.506333	0.513	0.654	1.91959344523761	5.81568949138157	0
504	12	0.508333	0.514333	0.656333	1.38599674309826	4.46943860200536	0
504	13	0.507667	0.515	0.656	1.39323838659157	4.48633010223115	0
504	14	0.507667	0.514333	0.656667	1.28687290467919	4.67121053790679	0
504	15	0.506667	0.515333	0.655333	1.66147192269359	5.077938272906	0
504	16	0.507	0.514333	0.656667	1.39323838659157	4.7833377470292	0
504	17	0.505667	0.514	0.651667	1.53533924504348	5.35959998501953	0
504	18	0.508	0.514667	0.660333	1.53005798515498	5.11634573966789	0
504	19	0.507333	0.515667	0.661	1.66456210043388	5.71467565257055	0
504	20	0.508333	0.514667	0.661	1.53187245971124	5.58362551220723	0
504	21	0.508667	0.516667	0.662	1.40397580740791	4.55336153593418	0
504	22	0.508667	0.516333	0.661333	1.40587465474886	4.54305206055564	0
504	23	0.508333	0.515333	0.660667	1.28687290467919	4.13003584033174	0
504	24	0.508333	0.514333	0.643333	0.682221334076331	1.77344404578625	0
504	25	0.508667	0.513667	0.641667	0.863500356702153	1.93132550658883	0
504	26	0.509	0.514333	0.644333	0.59872012204432	1.70273356668729	0
504	27	0.508667	0.514667	0.644	0.596841863339501	1.68969096257377	0
504	28	0.508	0.514333	0.643	0.767096619136406	1.97682738170441	0
504	29	0.505333	0.511	0.640333	2.37956006466899	7.08673771779207	0
504	30	0.506667	0.517333	0.659	1.76271655787833	5.95534310228054	0
504	31	0.511333	0.517667	0.651333	0.680886170158632	1.82807634772374	0
504	32	0.508	0.515	0.656	1.28096511444198	4.16374363130951	0
504	33	0.507667	0.514667	0.654667	1.28096511444198	4.46067506191247	0
504	34	0.508	0.513	0.653333	1.66318835807295	5.26047838250935	0
504	35	0.507333	0.513	0.652667	1.66456210043388	4.84204047306714	0
504	36	0.506333	0.513667	0.654333	1.53533924504348	5.13140899550267	0
504	37	0.507333	0.513	0.653	1.66456210043388	4.85826178097153	0
504	38	0.506	0.512333	0.652333	1.66456210043388	5.16177606530312	0
504	39	0.506333	0.512667	0.653	1.66662370396148	5.41462844878352	0
504	40	0.506333	0.513	0.653667	1.63991556729698	5.27592815371073	0
504	41	0.506667	0.513333	0.653	1.63991556729698	4.97602055842385	0
504	42	0.506	0.513333	0.653333	1.51229650069849	5.02364682707668	0
504	43	0.508	0.514333	0.655333	1.38599674309826	4.56301645732929	0
504	44	0.505333	0.512	0.641	2.16786609496428	6.94762878315014	0
504	45	0.505333	0.511333	0.642667	2.09066666666667	7.0377305902588	0
504	46	0.506	0.512	0.641	2.16006545240217	6.88966505033917	0
504	47	0.507333	0.518333	0.659	1.75724491970077	5.48581866725373	0
504	48	0.507	0.519	0.658333	1.75142895742004	5.59000382980137	0
504	49	0.506333	0.517667	0.657333	1.62561753347784	5.69869218832466	0
504	50	0.507	0.518	0.658333	1.89391224739517	5.85141253387212	0
504	51	0.506667	0.518	0.657667	1.89391224739517	5.85695994952884	0
504	52	0.505333	0.510333	0.644	2.87439969690935	8.27507118046008	0
504	53	0.504667	0.510667	0.644333	2.69937887574455	8.22595019022311	0
504	54	0.504667	0.511333	0.645333	2.87931420455646	8.18028303735597	0
504	55	0.505333	0.510667	0.644333	2.69937887574455	7.97912163507846	0
504	56	0.506667	0.511	0.647333	1.14968634005889	3.13858746660918	0
504	57	0.507667	0.511667	0.648333	1.26106434447141	3.05404318854017	0
504	58	0.507333	0.512	0.646333	1.04339338071277	2.65763728788768	0
504	59	0.51	0.515667	0.644	0.450643956424166	1.24258691352218	0
504	60	0.51	0.516333	0.644	0.383916036440987	1.20798062633935	0
504	61	0.51	0.515	0.643667	0.682221334076331	1.4969961665419	0
504	62	0.507667	0.511333	0.643	1.2723536340066	2.6320513850665	0
504	63	0.507	0.512	0.639	1.15342310902483	2.55845509683272	0
504	64	0.507	0.512	0.639333	1.14968634005889	2.63133457224395	0
504	65	0.507333	0.512	0.639667	0.945325598922936	2.32022606716206	0
504	66	0.508	0.513333	0.640667	0.755117058043249	2.26280546739037	0
504	67	0.507333	0.512667	0.641333	0.755117058043249	2.46808840112166	0
504	68	0.507667	0.512667	0.64	0.755117058043249	2.10552686659371	0
504	69	0.507667	0.513667	0.640667	0.945325598922936	2.09462313103877	0
504	70	0.508	0.516	0.652667	1.40872517965822	3.51695467723002	0
504	71	0.508	0.514667	0.65	1.53335777674253	4.1932728233635	0
504	72	0.507333	0.515	0.65	1.53187245971124	4.19486068485526	0
504	73	0.507333	0.515333	0.655	1.51952096683791	4.63228057735084	0
504	74	0.508	0.515	0.660333	1.53187245971124	4.79203715781446	0
504	75	0.508333	0.514333	0.660667	1.4074579458147	4.77153892805674	1
504	76	0.508333	0.515	0.659667	1.66318835807295	4.59964024197305	0
504	77	0.508667	0.514667	0.660333	1.4074579458147	4.75770612627725	0
504	78	0.508	0.515667	0.659333	1.28520531168236	4.54429867246909	0
504	79	0.507667	0.514	0.640333	0.682221334076331	2.01617427510475	0
504	80	0.51	0.513333	0.651333	1.03150715404488	3.20058873971667	0
504	81	0.510667	0.514	0.652	1.06445287942109	3.16608180858311	0
504	82	0.509667	0.513	0.651667	1.16293442309443	3.27207463339356	0
504	83	0.509	0.512333	0.649	1.03573508902027	2.88542909573177	0
504	84	0.509333	0.513333	0.649333	0.93516807973751	2.64811358924687	0
504	85	0.506667	0.516333	0.657333	1.65119064207669	5.36980056859877	0
